dataset	model	population_id	population_name	population	median_f1	mean_f1	median_precision	median_recall	median_support	n_runs
dataset_name-FR-FCM-Z238_seed-42	gatemeclass[V]	14	CD8+ T Cell (Effector Memory)	CD8+ T Cell (Effector Memory)	NA	NA	NA	0	7420	5
dataset_name-FR-FCM-Z238_seed-42	gatemeclass[V]	15	CD8+ T Cell (Naive)	CD8+ T Cell (Naive)	NA	NA	NA	0	172943	5
dataset_name-FR-FCM-Z238_seed-42	gatemeclass[V]	16	Dendritic Cell (Type 1, CD141+)	Dendritic Cell (Type 1, CD141+)	NA	NA	NA	0	7463	5
dataset_name-FR-FCM-Z238_seed-42	gatemeclass[V]	17	Dendritic Cell (Type 2, CD1c+)	Dendritic Cell (Type 2, CD1c+)	NA	NA	NA	0	461	5
dataset_name-FR-FCM-Z238_seed-42	gatemeclass[V]	18	Monocyte (CD14+ CD16+)	Monocyte (CD14+ CD16+)	NA	NA	NA	0	100186	5
dataset_name-FR-FCM-Z238_seed-42	gatemeclass[V]	19	Monocyte (CD14+ CD16-)	Monocyte (CD14+ CD16-)	NA	NA	NA	0	678706	5
dataset_name-FR-FCM-Z238_seed-42	gatemeclass[V]	2	B Cell (Memory)	B Cell (Memory)	NA	NA	NA	0	38985	5
dataset_name-FR-FCM-Z238_seed-42	gatemeclass[V]	20	Monocyte (CD14- CD16+)	Monocyte (CD14- CD16+)	NA	NA	NA	0	27095	5
dataset_name-FR-FCM-Z238_seed-42	gatemeclass[V]	21	NK Cell (CD56+ CD16+)	NK Cell (CD56+ CD16+)	NA	NA	NA	0	211586	5
dataset_name-FR-FCM-Z238_seed-42	gatemeclass[V]	22	NK Cell (CD56+ CD16-)	NK Cell (CD56+ CD16-)	NA	NA	NA	0	70398	5
dataset_name-FR-FCM-Z238_seed-42	gatemeclass[V]	23	Plasmacytoid Dendritic Cell	Plasmacytoid Dendritic Cell	NA	NA	NA	0	30997	5
dataset_name-FR-FCM-Z238_seed-42	gatemeclass[V]	3	B Cell (Plasmablast)	B Cell (Plasmablast)	NA	NA	NA	0	15469	5
dataset_name-FR-FCM-Z238_seed-42	gatemeclass[V]	4	Basophil	Basophil	NA	NA	NA	0	2334	5
dataset_name-FR-FCM-Z238_seed-42	gatemeclass[V]	5	CD4+ CD8+ T Cell	CD4+ CD8+ T Cell	NA	NA	NA	0	186698	5
dataset_name-FR-FCM-Z238_seed-42	gatemeclass[V]	6	CD4+ T Cell (Central Memory)	CD4+ T Cell (Central Memory)	NA	NA	NA	0	198103	5
dataset_name-FR-FCM-Z238_seed-42	gatemeclass[V]	7	CD4+ T Cell (EMRA)	CD4+ T Cell (EMRA)	NA	NA	NA	0	7522	5
dataset_name-FR-FCM-Z238_seed-42	gatemeclass[V]	8	CD4+ T Cell (Effector Memory)	CD4+ T Cell (Effector Memory)	NA	NA	NA	0	33856	5
dataset_name-FR-FCM-Z238_seed-42	gatemeclass[V]	9	CD4+ T Cell (Naive)	CD4+ T Cell (Naive)	NA	NA	NA	0	207118	5
dataset_name-FR-FCM-Z238_seed-42	knn	1	B Cell (CD27-)	B Cell (CD27-)	0.974637584667146	0.9748769689690172	0.9751120547298892	0.980613070718644	110209	5
dataset_name-FR-FCM-Z238_seed-42	knn	10	CD4+ T Cell (Treg)	CD4+ T Cell (Treg)	0.6468635361571238	0.6474971965654185	0.5996277546158427	0.7457868809955924	53998	5
dataset_name-FR-FCM-Z238_seed-42	knn	11	CD4- CD8- T Cell	CD4- CD8- T Cell	0.7474115371487086	0.7587203275155916	0.8999862994930813	0.639069948438564	165094	5
dataset_name-FR-FCM-Z238_seed-42	knn	12	CD8+ T Cell (Central Memory)	CD8+ T Cell (Central Memory)	0.5224691679411669	0.5285895484957607	0.43903940886699505	0.6135048008596485	28946	5
dataset_name-FR-FCM-Z238_seed-42	knn	13	CD8+ T Cell (EMRA)	CD8+ T Cell (EMRA)	0.7035026057447582	0.6974934309988021	0.652510173340228	0.7631405958297178	40513	5
dataset_name-FR-FCM-Z238_seed-42	knn	14	CD8+ T Cell (Effector Memory)	CD8+ T Cell (Effector Memory)	0.395390137918005	0.39463709739483616	0.27496321210847174	0.7035094796288827	7420	5
dataset_name-FR-FCM-Z238_seed-42	knn	15	CD8+ T Cell (Naive)	CD8+ T Cell (Naive)	0.8399515056796962	0.8326822220778857	0.8811669023608529	0.825069531579769	172943	5
dataset_name-FR-FCM-Z238_seed-42	knn	16	Dendritic Cell (Type 1, CD141+)	Dendritic Cell (Type 1, CD141+)	0.2687373577096315	0.28870466716721305	0.18639400744623524	0.5609625668449197	7463	5
dataset_name-FR-FCM-Z238_seed-42	knn	17	Dendritic Cell (Type 2, CD1c+)	Dendritic Cell (Type 2, CD1c+)	0.06966345022358202	0.06966345022358202	0.0365793376173999	0	461	5
dataset_name-FR-FCM-Z238_seed-42	knn	18	Monocyte (CD14+ CD16+)	Monocyte (CD14+ CD16+)	0.6755660842957258	0.671899871635168	0.5588784802518977	0.8518634798460604	100186	5
dataset_name-FR-FCM-Z238_seed-42	knn	19	Monocyte (CD14+ CD16-)	Monocyte (CD14+ CD16-)	0.9413834461320051	0.928983518784548	0.9800847322651547	0.9056225017807631	678706	5
dataset_name-FR-FCM-Z238_seed-42	knn	2	B Cell (Memory)	B Cell (Memory)	0.943797950671953	0.9396482337397062	0.9407945388287224	0.9475151073140238	38985	5
dataset_name-FR-FCM-Z238_seed-42	knn	20	Monocyte (CD14- CD16+)	Monocyte (CD14- CD16+)	0.6975965722702016	0.6711836257026034	0.6626589110098345	0.7717862851054114	27095	5
dataset_name-FR-FCM-Z238_seed-42	knn	21	NK Cell (CD56+ CD16+)	NK Cell (CD56+ CD16+)	0.9364594740065703	0.9372304155699879	0.9196886705613226	0.961793447020502	211586	5
dataset_name-FR-FCM-Z238_seed-42	knn	22	NK Cell (CD56+ CD16-)	NK Cell (CD56+ CD16-)	0.7974229632915102	0.7837074248417405	0.8385163870926942	0.7601691271320051	70398	5
dataset_name-FR-FCM-Z238_seed-42	knn	23	Plasmacytoid Dendritic Cell	Plasmacytoid Dendritic Cell	0.9878631608336481	0.984891897238912	0.9800247653806048	0.9986738687453505	30997	5
dataset_name-FR-FCM-Z238_seed-42	knn	3	B Cell (Plasmablast)	B Cell (Plasmablast)	0.7946793098906888	0.7971083289126786	0.8170062961207772	0.7735401576821999	15469	5
dataset_name-FR-FCM-Z238_seed-42	knn	4	Basophil	Basophil	0.9158477561745957	0.9158477561745957	0.8593621838687628	0	2334	5
dataset_name-FR-FCM-Z238_seed-42	knn	5	CD4+ CD8+ T Cell	CD4+ CD8+ T Cell	0.36376917963773336	0.3800764385306061	0.5120515394586798	0.24479105293040096	186698	5
dataset_name-FR-FCM-Z238_seed-42	knn	6	CD4+ T Cell (Central Memory)	CD4+ T Cell (Central Memory)	0.6201445963463363	0.6189310524418002	0.6621954073507503	0.5831155253528489	198103	5
dataset_name-FR-FCM-Z238_seed-42	knn	7	CD4+ T Cell (EMRA)	CD4+ T Cell (EMRA)	0.2715643852057737	0.26103235263114744	0.17829296615792967	0.5436108165429481	7522	5
dataset_name-FR-FCM-Z238_seed-42	knn	8	CD4+ T Cell (Effector Memory)	CD4+ T Cell (Effector Memory)	0.6100190234622701	0.5943514988412614	0.5002931220333213	0.7500954618886767	33856	5
dataset_name-FR-FCM-Z238_seed-42	knn	9	CD4+ T Cell (Naive)	CD4+ T Cell (Naive)	0.6829042875856411	0.6829672142512156	0.5733364458019483	0.8442441201816474	207118	5
dataset_name-FR-FCM-Z238_seed-42	lda	1	B Cell (CD27-)	B Cell (CD27-)	0.9685274113215631	0.9713228588552189	0.9672480496080924	0.9770390246537846	110209	5
dataset_name-FR-FCM-Z238_seed-42	lda	10	CD4+ T Cell (Treg)	CD4+ T Cell (Treg)	0.6598846376870569	0.6410420414399649	0.718337048240726	0.6006333567909923	53998	5
dataset_name-FR-FCM-Z238_seed-42	lda	11	CD4- CD8- T Cell	CD4- CD8- T Cell	0.8691056718513244	0.861540535698956	0.9765582933284797	0.8063885775254902	165094	5
dataset_name-FR-FCM-Z238_seed-42	lda	12	CD8+ T Cell (Central Memory)	CD8+ T Cell (Central Memory)	0.5315504704138954	0.5364291077269957	0.5362569520210756	0.4990120974730493	28946	5
dataset_name-FR-FCM-Z238_seed-42	lda	13	CD8+ T Cell (EMRA)	CD8+ T Cell (EMRA)	0.7738329238329239	0.7723631781901915	0.7306078245566536	0.8514632799558255	40513	5
dataset_name-FR-FCM-Z238_seed-42	lda	14	CD8+ T Cell (Effector Memory)	CD8+ T Cell (Effector Memory)	0.5131478172070463	0.49684851920995765	0.5547928413826918	0.4777960526315789	7420	5
dataset_name-FR-FCM-Z238_seed-42	lda	15	CD8+ T Cell (Naive)	CD8+ T Cell (Naive)	0.8512219234668497	0.8381831056913627	0.9351975482023148	0.7810847821941791	172943	5
dataset_name-FR-FCM-Z238_seed-42	lda	16	Dendritic Cell (Type 1, CD141+)	Dendritic Cell (Type 1, CD141+)	0.45692487760203093	0.4379465660409761	0.4848255822700748	0.4323529411764706	7463	5
dataset_name-FR-FCM-Z238_seed-42	lda	17	Dendritic Cell (Type 2, CD1c+)	Dendritic Cell (Type 2, CD1c+)	0.3176020408163265	0.3176020408163265	0.21428571428571427	0	461	5
dataset_name-FR-FCM-Z238_seed-42	lda	18	Monocyte (CD14+ CD16+)	Monocyte (CD14+ CD16+)	0.7485481837847955	0.7404502723878919	0.7078002164629287	0.7769133058113686	100186	5
dataset_name-FR-FCM-Z238_seed-42	lda	19	Monocyte (CD14+ CD16-)	Monocyte (CD14+ CD16-)	0.9568602293853681	0.9527759856478225	0.9823172508727437	0.9325973827198286	678706	5
dataset_name-FR-FCM-Z238_seed-42	lda	2	B Cell (Memory)	B Cell (Memory)	0.9053066161775534	0.9092254567346966	0.9347826086956522	0.895626523021675	38985	5
dataset_name-FR-FCM-Z238_seed-42	lda	20	Monocyte (CD14- CD16+)	Monocyte (CD14- CD16+)	0.7135306095923053	0.7125229101506942	0.805879140880961	0.6459024763849885	27095	5
dataset_name-FR-FCM-Z238_seed-42	lda	21	NK Cell (CD56+ CD16+)	NK Cell (CD56+ CD16+)	0.9442898496591652	0.9385706420692088	0.9329901187411774	0.9608354090821997	211586	5
dataset_name-FR-FCM-Z238_seed-42	lda	22	NK Cell (CD56+ CD16-)	NK Cell (CD56+ CD16-)	0.8000315507177789	0.7635483025315517	0.8994714625235004	0.7203897838006762	70398	5
dataset_name-FR-FCM-Z238_seed-42	lda	23	Plasmacytoid Dendritic Cell	Plasmacytoid Dendritic Cell	0.9841502461092438	0.9832128805122583	0.9695856873822976	0.9991590387165638	30997	5
dataset_name-FR-FCM-Z238_seed-42	lda	3	B Cell (Plasmablast)	B Cell (Plasmablast)	0.834492737492348	0.805818658990118	0.7356445004727388	0.961417877023482	15469	5
dataset_name-FR-FCM-Z238_seed-42	lda	4	Basophil	Basophil	0.9236446999220713	0.9236446999220713	0.8699876706984002	0	2334	5
dataset_name-FR-FCM-Z238_seed-42	lda	5	CD4+ CD8+ T Cell	CD4+ CD8+ T Cell	0.4517899753189252	0.46099756633913375	0.6114029208684674	0.330742696761615	186698	5
dataset_name-FR-FCM-Z238_seed-42	lda	6	CD4+ T Cell (Central Memory)	CD4+ T Cell (Central Memory)	0.5190509312929902	0.5072408199088987	0.7845874094616971	0.39707065020708515	198103	5
dataset_name-FR-FCM-Z238_seed-42	lda	7	CD4+ T Cell (EMRA)	CD4+ T Cell (EMRA)	0.30699835975943135	0.31110841117726884	0.3158931082981716	0.2985908003190641	7522	5
dataset_name-FR-FCM-Z238_seed-42	lda	8	CD4+ T Cell (Effector Memory)	CD4+ T Cell (Effector Memory)	0.6285691142521566	0.630228901806944	0.5719694246759159	0.7011308562197092	33856	5
dataset_name-FR-FCM-Z238_seed-42	lda	9	CD4+ T Cell (Naive)	CD4+ T Cell (Naive)	0.7178569038216988	0.6937128942636742	0.6258852113096387	0.860688110159426	207118	5
dataset_name-FR-FCM-Z238_seed-42	random	1	B Cell (CD27-)	B Cell (CD27-)	0.04586694905367448	0.04577791122370873	0.04625572999066975	0.04594966254727052	110209	5
dataset_name-FR-FCM-Z238_seed-42	random	10	CD4+ T Cell (Treg)	CD4+ T Cell (Treg)	0.029685044545492572	0.030068561214388185	0.02237220347456568	0.04477997637330183	53998	5
dataset_name-FR-FCM-Z238_seed-42	random	11	CD4- CD8- T Cell	CD4- CD8- T Cell	0.055422673776451395	0.055108244356797724	0.06953800407481507	0.046070872652981806	165094	5
dataset_name-FR-FCM-Z238_seed-42	random	12	CD8+ T Cell (Central Memory)	CD8+ T Cell (Central Memory)	0.019429457224341754	0.019512542693555603	0.012399512087363255	0.0452539763981529	28946	5
dataset_name-FR-FCM-Z238_seed-42	random	13	CD8+ T Cell (EMRA)	CD8+ T Cell (EMRA)	0.023593562271424985	0.02378493788815432	0.016367496622273693	0.04517367410796456	40513	5
dataset_name-FR-FCM-Z238_seed-42	random	14	CD8+ T Cell (Effector Memory)	CD8+ T Cell (Effector Memory)	0.005699968142172015	0.005750868958509474	0.00304678798589825	0.04412156758197814	7420	5
dataset_name-FR-FCM-Z238_seed-42	random	15	CD8+ T Cell (Naive)	CD8+ T Cell (Naive)	0.056591831945442005	0.05647422042077618	0.07330769163065386	0.04601516106462823	172943	5
dataset_name-FR-FCM-Z238_seed-42	random	16	Dendritic Cell (Type 1, CD141+)	Dendritic Cell (Type 1, CD141+)	0.005690294254035229	0.005713224434127709	0.003046857632145933	0.04164398475775721	7463	5
dataset_name-FR-FCM-Z238_seed-42	random	17	Dendritic Cell (Type 2, CD1c+)	Dendritic Cell (Type 2, CD1c+)	2.644910581676873e-4	2.644910581676873e-4	1.3279398545395113e-4	0	461	5
dataset_name-FR-FCM-Z238_seed-42	random	18	Monocyte (CD14+ CD16+)	Monocyte (CD14+ CD16+)	0.043371561627423894	0.04354683593927706	0.04154184752705264	0.045462831679157385	100186	5
dataset_name-FR-FCM-Z238_seed-42	random	19	Monocyte (CD14+ CD16-)	Monocyte (CD14+ CD16-)	0.07807497993597431	0.07878998289843357	0.2833291904880272	0.04535086023583994	678706	5
dataset_name-FR-FCM-Z238_seed-42	random	2	B Cell (Memory)	B Cell (Memory)	0.024181291531777133	0.02419079020343806	0.016465565249675143	0.04550468128767474	38985	5
dataset_name-FR-FCM-Z238_seed-42	random	20	Monocyte (CD14- CD16+)	Monocyte (CD14- CD16+)	0.01790730337078652	0.018056858396499766	0.011461493671661917	0.04705665251891493	27095	5
dataset_name-FR-FCM-Z238_seed-42	random	21	NK Cell (CD56+ CD16+)	NK Cell (CD56+ CD16+)	0.059418166926554196	0.059963829439628594	0.08827616610601574	0.04517627898064763	211586	5
dataset_name-FR-FCM-Z238_seed-42	random	22	NK Cell (CD56+ CD16-)	NK Cell (CD56+ CD16-)	0.03562827239758828	0.035444813457162015	0.028966303966303966	0.045285377425495044	70398	5
dataset_name-FR-FCM-Z238_seed-42	random	23	Plasmacytoid Dendritic Cell	Plasmacytoid Dendritic Cell	0.020072423050508836	0.020175453980647445	0.01313115842140195	0.046649675775075006	30997	5
dataset_name-FR-FCM-Z238_seed-42	random	3	B Cell (Plasmablast)	B Cell (Plasmablast)	0.011529592621060724	0.011258355649308379	0.006592528467736565	0.04683268379681617	15469	5
dataset_name-FR-FCM-Z238_seed-42	random	4	Basophil	Basophil	0.001702783676452629	0.001702783676452629	8.70238844295347e-4	0	2334	5
dataset_name-FR-FCM-Z238_seed-42	random	5	CD4+ CD8+ T Cell	CD4+ CD8+ T Cell	0.05622539623652589	0.05567100415661985	0.07697326704467133	0.041644397181096374	186698	5
dataset_name-FR-FCM-Z238_seed-42	random	6	CD4+ T Cell (Central Memory)	CD4+ T Cell (Central Memory)	0.05860815389517907	0.058798435570998696	0.0831549420535912	0.045250504624469015	198103	5
dataset_name-FR-FCM-Z238_seed-42	random	7	CD4+ T Cell (EMRA)	CD4+ T Cell (EMRA)	0.005596855100467356	0.005533825252647785	0.003003616599579085	0.041478330231321456	7522	5
dataset_name-FR-FCM-Z238_seed-42	random	8	CD4+ T Cell (Effector Memory)	CD4+ T Cell (Effector Memory)	0.021705853539064412	0.021903544190244387	0.014240769871379661	0.045457230623818526	33856	5
dataset_name-FR-FCM-Z238_seed-42	random	9	CD4+ T Cell (Naive)	CD4+ T Cell (Naive)	0.05966441133258085	0.059466509523982185	0.0867936024371668	0.04531283672149989	207118	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	cyanno	1	CD14 monocytes	CD14 monocytes	0.999735645957841	0.9997081351757108	0.9996908725477345	0.9997969876517462	891283	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	cyanno	2	CD19	CD19	0.9989578911752947	0.9989348968010427	0.9989306897179534	0.9989386921825736	410167	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	cyanno	3	CD3+	CD3+	0.9311977363364086	0.9266550520513832	0.9597689304157649	0.9179388975635624	177410	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	cyanno	4	CD4	CD4	0.998560567573108	0.9981833543752753	0.9978828294467417	0.9991795054736795	1629182	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	cyanno	5	CD8	CD8	0.9740076775318245	0.9728531785813295	0.9689482275795135	0.9849442972921785	345016	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	cygate	1	CD14 monocytes	CD14 monocytes	0.9907855190547243	0.9904597994228147	0.9916899182433121	0.989796787845287	891283	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	cygate	2	CD19	CD19	0.9861907904757071	0.9880369793958556	0.9857699870030326	0.9933698073428191	410167	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	cygate	3	CD3+	CD3+	0.20835451080050826	0.31474470964533935	0.376069884408365	0.17961497384779693	177410	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	cygate	4	CD4	CD4	0.9695105713393882	0.9646791362322583	0.9934148987660498	0.9531930748068662	1629182	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	cygate	5	CD8	CD8	0.8489305716585228	0.8712931895758088	0.773450718628563	0.9407354849287497	345016	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	dgcytof	1	CD14 monocytes	CD14 monocytes	0.9983514141203323	0.9975378555476807	0.9986967210354388	0.9981891273590991	891283	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	dgcytof	2	CD19	CD19	0.9952038645709668	0.9936036888543619	0.9938051196005812	0.9966065524573638	410167	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	dgcytof	3	CD3+	CD3+	0.9329066654668977	0.8984522819978983	0.9586393818734505	0.9085193197688748	177410	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	dgcytof	4	CD4	CD4	0.9964292963283445	0.9956725729271702	0.995965807128876	0.997774113866951	1629182	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	dgcytof	5	CD8	CD8	0.9808809909786548	0.9722348820902211	0.9754655631096659	0.9908786838871241	345016	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	gatemeclass[E]	1	CD14 monocytes	CD14 monocytes	NA	NA	NA	0	891283	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	gatemeclass[E]	2	CD19	CD19	NA	NA	NA	0	410167	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	gatemeclass[E]	3	CD3+	CD3+	NA	NA	NA	0	177410	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	gatemeclass[E]	4	CD4	CD4	NA	NA	NA	0	1629182	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	gatemeclass[E]	5	CD8	CD8	NA	NA	NA	0	345016	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	gatemeclass[V]	1	CD14 monocytes	CD14 monocytes	NA	NA	NA	0	891283	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	gatemeclass[V]	2	CD19	CD19	NA	NA	NA	0	410167	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	gatemeclass[V]	3	CD3+	CD3+	NA	NA	NA	0	177410	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	gatemeclass[V]	4	CD4	CD4	NA	NA	NA	0	1629182	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	gatemeclass[V]	5	CD8	CD8	NA	NA	NA	0	345016	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	knn	1	CD14 monocytes	CD14 monocytes	0.9443604634991312	0.9430744313628191	0.9557114297532056	0.9332759628535493	891283	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	knn	2	CD19	CD19	0.9323910784865915	0.9320496409081522	0.9226226293669251	0.9476289035293886	410167	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	knn	3	CD3+	CD3+	0.25163418717595454	0.26917882523409903	0.19376619106907478	0.38894028223786936	177410	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	knn	4	CD4	CD4	0.8752438546123718	0.8626162465163816	0.9327887598949995	0.8285282524950545	1629182	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	knn	5	CD8	CD8	0.5565073742521663	0.562540202708572	0.515461130799009	0.6340667075614906	345016	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	lda	1	CD14 monocytes	CD14 monocytes	0.9913715891959763	0.9908761895598642	0.9951984239118716	0.989318307446597	891283	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	lda	2	CD19	CD19	0.9839943720738423	0.9839609656086643	0.9788455558729621	0.9920568938993142	410167	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	lda	3	CD3+	CD3+	0.0982029316064099	0.1785549132659873	0.47652788735813556	0.05871625168437174	177410	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	lda	4	CD4	CD4	0.9603401461406321	0.9595241567814069	0.9595063881607464	0.9643144136423238	1629182	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	lda	5	CD8	CD8	0.7068045837763	0.7150810786119209	0.779501634293232	0.6712829924055921	345016	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	random	1	CD14 monocytes	CD14 monocytes	0.20326675043651016	0.2029138352567488	0.2601482181449108	0.16668050399935327	891283	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	random	2	CD19	CD19	0.13881640851457863	0.13838838952082957	0.11933579576354494	0.16662277798149785	410167	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	random	3	CD3+	CD3+	0.07885007690809842	0.0773229212666615	0.05178042408867621	0.16655569631440945	177410	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	random	4	CD4	CD4	0.24584843328643255	0.2457156883357472	0.4727442786411183	0.16634280687246292	1629182	5
dataset_name-FR-FCM-Z2KP-covid_seed-42	random	5	CD8	CD8	0.12539025684103564	0.12620197251125037	0.10072882547630889	0.16604240812092053	345016	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	cyanno	1	CD14 monocytes	CD14 monocytes	0.9997752330832926	0.9997745315605424	0.9997407899426498	0.9998768584650084	177033	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	cyanno	2	CD19	CD19	0.9990614938130784	0.9990665906505704	0.9990457524556161	0.9991827777555534	162089	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	cyanno	3	CD3+	CD3+	0.94026614715078	0.9422432211042082	0.9671148314534114	0.9299266798115636	71844	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	cyanno	4	CD4	CD4	0.9985447500552249	0.9985584931174948	0.9980846419963276	0.9989816433566434	661241	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	cyanno	5	CD8	CD8	0.9840351511565475	0.9826167957943931	0.9771712410349983	0.9911472448057814	184381	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	cygate	1	CD14 monocytes	CD14 monocytes	0.985711070094089	0.987852146895133	0.9878075084859287	0.9844494667617842	177033	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	cygate	2	CD19	CD19	0.9901215663573042	0.9912836740099235	0.982695669901833	0.997361518523692	162089	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	cygate	3	CD3+	CD3+	0.6189828133703136	0.5308972919959913	0.6025377305757407	0.5647242264889324	71844	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	cygate	4	CD4	CD4	0.9728576059548355	0.9733545509314425	0.9703166802706921	0.9734135477915523	661241	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	cygate	5	CD8	CD8	0.9125161575662163	0.858483996546712	0.947306329005808	0.869354320913341	184381	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	dgcytof	1	CD14 monocytes	CD14 monocytes	0.9990680279651545	0.998864953512695	0.9988315657019594	0.9989719430840578	177033	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	dgcytof	2	CD19	CD19	0.9968777116648073	0.9965948418154263	0.995816568848203	0.9986242126239289	162089	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	dgcytof	3	CD3+	CD3+	0.9205506955399397	0.9196583222265622	0.9506578947368421	0.9073826624352764	71844	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	dgcytof	4	CD4	CD4	0.9969440146174877	0.995588268837071	0.995882911139373	0.9970995533708608	661241	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	dgcytof	5	CD8	CD8	0.9810873760564318	0.9816565095839094	0.9882823277096141	0.9909700722394221	184381	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	gatemeclass[E]	1	CD14 monocytes	CD14 monocytes	0.3971334744683211	0.5784991546493996	0.2485425237910638	0.9818000033891986	177033	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	gatemeclass[E]	2	CD19	CD19	0.9423585919962962	0.8439912877705602	0.9306098632048798	0.9448441096594936	162089	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	gatemeclass[E]	3	CD3+	CD3+	0.14041005749116853	0.12162781340892195	0.09422411869701026	0.016846031551913904	71844	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	gatemeclass[E]	4	CD4	CD4	0.6818496790191724	0.5832692723895192	0.7350334010558113	0.18018648018648017	661241	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	gatemeclass[E]	5	CD8	CD8	0.11684601466526996	0.10057332832946225	0.16990566676828237	3.0111412225233364e-4	184381	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	gatemeclass[V]	1	CD14 monocytes	CD14 monocytes	0.19878717239085117	0.3015662388295135	0.9596337185379428	0.47644939482408233	177033	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	gatemeclass[V]	2	CD19	CD19	0.586992036746194	0.6155583408594023	0.5055419109850373	0.8553630924146917	162089	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	gatemeclass[V]	3	CD3+	CD3+	0.06045824441265448	0.0896187540811236	0.06332077943343704	0.07115954520230941	71844	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	gatemeclass[V]	4	CD4	CD4	0.7585045205266876	0.5636026440446831	0.6991985992972369	0.08493444055944056	661241	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	gatemeclass[V]	5	CD8	CD8	0.001759687445991736	0.1068251246031473	0.192087327373176	1.0949604445539405e-4	184381	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	knn	1	CD14 monocytes	CD14 monocytes	0.9379799598044906	0.927498024179832	0.9210461863089575	0.9555480630155193	177033	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	knn	2	CD19	CD19	0.9345876707440225	0.9341169535905895	0.9385193306836446	0.9448942855888459	162089	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	knn	3	CD3+	CD3+	0.27931744543918047	0.2734110041505527	0.19173869428203752	0.5404348310227716	71844	5
dataset_name-FR-FCM-Z2KP-healthy_seed-42	knn	4	CD4	CD4	0.8492729064076143	0.8477490424526593	0.9511996417865893	0.7659897871167016	661241	5
