dataset	model	stratification	population_id	population_name	population	f1_mean	f1_sd	precision_sd	recall_sd	balanced_accuracy_ovr_sd	n_runs
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	knn	unfiltered	5	CD4+ CD8+ T Cell	CD4+ CD8+ T Cell	0.016611351917758452	0.01725469989686585	0.2977486648589092	0.00894722082544384	0.004137965657644407	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	knn	unfiltered	6	CD4+ T Cell (Central Memory)	CD4+ T Cell (Central Memory)	0.41691694011767155	0.08977960053472846	0.04782206507174205	0.10501526561112136	0.04865780967562587	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	knn	unfiltered	7	CD4+ T Cell (EMRA)	CD4+ T Cell (EMRA)	0.1580016170028907	0.0758441482069201	0.08805451021008653	0.07267903477063459	0.03594669529519253	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	knn	unfiltered	8	CD4+ T Cell (Effector Memory)	CD4+ T Cell (Effector Memory)	0.5256585692603124	0.10981358225808896	0.07887235886769696	0.2036447317356591	0.10007734761239642	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	knn	unfiltered	9	CD4+ T Cell (Naive)	CD4+ T Cell (Naive)	0.6430043586574549	0.01598828909667654	0.05738672206490888	0.07740099031312124	0.02858386589689616	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	1	B Cell (CD27-)	B Cell (CD27-)	0.9713228588552189	0.007567639669226581	0.011987783895636225	0.010221804740994185	0.00507932349566718	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	10	CD4+ T Cell (Treg)	CD4+ T Cell (Treg)	0.6410420414399649	0.06692591360250326	0.04405707037269023	0.13145281341861398	0.06452427248386582	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	11	CD4- CD8- T Cell	CD4- CD8- T Cell	0.861540535698956	0.023381325539815416	0.10409527911685634	0.07874143127140246	0.03496235868204137	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	12	CD8+ T Cell (Central Memory)	CD8+ T Cell (Central Memory)	0.5364291077269957	0.04717402848470421	0.12994178639617854	0.12108626402705173	0.05949193333486702	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	13	CD8+ T Cell (EMRA)	CD8+ T Cell (EMRA)	0.7723631781901915	0.019886012491070144	0.0866152851057389	0.08490207559949398	0.041121077885694614	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	14	CD8+ T Cell (Effector Memory)	CD8+ T Cell (Effector Memory)	0.49684851920995765	0.07140009246527446	0.1213655952819925	0.09138718783381017	0.045494552954131455	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	15	CD8+ T Cell (Naive)	CD8+ T Cell (Naive)	0.8381831056913627	0.041121178320338965	0.043352464625123814	0.09319929842708385	0.0448123864106991	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	16	Dendritic Cell (Type 1, CD141+)	Dendritic Cell (Type 1, CD141+)	0.3503572528327809	0.20660723905038636	0.24925097662934304	0.24728255971877464	0.12253537617925675	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	17	Dendritic Cell (Type 2, CD1c+)	Dendritic Cell (Type 2, CD1c+)	0.06352040816326529	0.14203595061159377	0.09583148474999098	0.274276318422388	0.13705132826795727	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	18	Monocyte (CD14+ CD16+)	Monocyte (CD14+ CD16+)	0.7404502723878919	0.04456941856160092	0.09122627880083413	0.09529246851318897	0.04548254987566154	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	19	Monocyte (CD14+ CD16-)	Monocyte (CD14+ CD16-)	0.9527759856478225	0.021058075210594145	0.010416153080507138	0.04707062433426616	0.021571428352611055	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	2	B Cell (Memory)	B Cell (Memory)	0.9092254567346966	0.02093187128380984	0.03387128098742294	0.031369160597264155	0.015613700983131352	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	20	Monocyte (CD14- CD16+)	Monocyte (CD14- CD16+)	0.7125229101506942	0.03173662841634001	0.13230721510859272	0.13891071238880315	0.06805239781153154	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	21	NK Cell (CD56+ CD16+)	NK Cell (CD56+ CD16+)	0.9385706420692088	0.010443245522619146	0.028916731168929014	0.012553455885463343	0.004781761095684947	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	22	NK Cell (CD56+ CD16-)	NK Cell (CD56+ CD16-)	0.7635483025315517	0.06854377055545466	0.020250811748960967	0.1128458795177787	0.056008990468910405	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	23	Plasmacytoid Dendritic Cell	Plasmacytoid Dendritic Cell	0.9832128805122583	0.006461366797446258	0.013694111501893882	0.0018792736079368687	8.756888524191036e-4	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	3	B Cell (Plasmablast)	B Cell (Plasmablast)	0.805818658990118	0.04618398006864114	0.011487300629730602	0.11319840720478645	0.05644546623622618	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	4	Basophil	Basophil	0.36945787996882856	0.5062015414410642	0.4775087243011629	0.5398715420735226	0.26989750466615936	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	5	CD4+ CD8+ T Cell	CD4+ CD8+ T Cell	0.27659853980348026	0.25365095776690694	0.334178486009651	0.20640825620381734	0.09761027125684893	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	6	CD4+ T Cell (Central Memory)	CD4+ T Cell (Central Memory)	0.5072408199088987	0.10587240682865531	0.11507261311764318	0.14587195358523627	0.06818372612094635	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	7	CD4+ T Cell (EMRA)	CD4+ T Cell (EMRA)	0.31110841117726884	0.10759524139707215	0.06875835037055195	0.18095234678018204	0.08984160148025121	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	8	CD4+ T Cell (Effector Memory)	CD4+ T Cell (Effector Memory)	0.630228901806944	0.012085865498284314	0.11607758633920158	0.16615348865693966	0.08065621214695792	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	9	CD4+ T Cell (Naive)	CD4+ T Cell (Naive)	0.6937128942636742	0.0414587732668874	0.10450745587172988	0.09621870673247959	0.0347271201264464	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	1	B Cell (CD27-)	B Cell (CD27-)	0.9713228588552189	0.007567639669226581	0.011987783895636225	0.010221804740994185	0.00507932349566718	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	10	CD4+ T Cell (Treg)	CD4+ T Cell (Treg)	0.6410420414399649	0.06692591360250326	0.04405707037269023	0.13145281341861398	0.06452427248386582	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	11	CD4- CD8- T Cell	CD4- CD8- T Cell	0.861540535698956	0.023381325539815416	0.10409527911685634	0.07874143127140246	0.03496235868204137	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	12	CD8+ T Cell (Central Memory)	CD8+ T Cell (Central Memory)	0.5364291077269957	0.04717402848470421	0.12994178639617854	0.12108626402705173	0.05949193333486702	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	13	CD8+ T Cell (EMRA)	CD8+ T Cell (EMRA)	0.7723631781901915	0.019886012491070144	0.0866152851057389	0.08490207559949398	0.041121077885694614	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	14	CD8+ T Cell (Effector Memory)	CD8+ T Cell (Effector Memory)	0.49684851920995765	0.07140009246527446	0.1213655952819925	0.09138718783381017	0.045494552954131455	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	15	CD8+ T Cell (Naive)	CD8+ T Cell (Naive)	0.8381831056913627	0.041121178320338965	0.043352464625123814	0.09319929842708385	0.0448123864106991	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	16	Dendritic Cell (Type 1, CD141+)	Dendritic Cell (Type 1, CD141+)	0.3503572528327809	0.20660723905038636	0.24925097662934304	0.24728255971877464	0.12253537617925675	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	17	Dendritic Cell (Type 2, CD1c+)	Dendritic Cell (Type 2, CD1c+)	0.06352040816326529	0.14203595061159377	0.09583148474999098	0.274276318422388	0.13705132826795727	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	18	Monocyte (CD14+ CD16+)	Monocyte (CD14+ CD16+)	0.7404502723878919	0.04456941856160092	0.09122627880083413	0.09529246851318897	0.04548254987566154	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	19	Monocyte (CD14+ CD16-)	Monocyte (CD14+ CD16-)	0.9527759856478225	0.021058075210594145	0.010416153080507138	0.04707062433426616	0.021571428352611055	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	2	B Cell (Memory)	B Cell (Memory)	0.9092254567346966	0.02093187128380984	0.03387128098742294	0.031369160597264155	0.015613700983131352	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	20	Monocyte (CD14- CD16+)	Monocyte (CD14- CD16+)	0.7125229101506942	0.03173662841634001	0.13230721510859272	0.13891071238880315	0.06805239781153154	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	21	NK Cell (CD56+ CD16+)	NK Cell (CD56+ CD16+)	0.9385706420692088	0.010443245522619146	0.028916731168929014	0.012553455885463343	0.004781761095684947	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	22	NK Cell (CD56+ CD16-)	NK Cell (CD56+ CD16-)	0.7635483025315517	0.06854377055545466	0.020250811748960967	0.1128458795177787	0.056008990468910405	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	23	Plasmacytoid Dendritic Cell	Plasmacytoid Dendritic Cell	0.9832128805122583	0.006461366797446258	0.013694111501893882	0.0018792736079368687	8.756888524191036e-4	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	3	B Cell (Plasmablast)	B Cell (Plasmablast)	0.805818658990118	0.04618398006864114	0.011487300629730602	0.11319840720478645	0.05644546623622618	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	4	Basophil	Basophil	0.36945787996882856	0.5062015414410642	0.4775087243011629	0.5398715420735226	0.26989750466615936	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	5	CD4+ CD8+ T Cell	CD4+ CD8+ T Cell	0.27659853980348026	0.25365095776690694	0.334178486009651	0.20640825620381734	0.09761027125684893	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	6	CD4+ T Cell (Central Memory)	CD4+ T Cell (Central Memory)	0.5072408199088987	0.10587240682865531	0.11507261311764318	0.14587195358523627	0.06818372612094635	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	7	CD4+ T Cell (EMRA)	CD4+ T Cell (EMRA)	0.31110841117726884	0.10759524139707215	0.06875835037055195	0.18095234678018204	0.08984160148025121	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	8	CD4+ T Cell (Effector Memory)	CD4+ T Cell (Effector Memory)	0.630228901806944	0.012085865498284314	0.11607758633920158	0.16615348865693966	0.08065621214695792	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	9	CD4+ T Cell (Naive)	CD4+ T Cell (Naive)	0.6937128942636742	0.0414587732668874	0.10450745587172988	0.09621870673247959	0.0347271201264464	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	1	B Cell (CD27-)	B Cell (CD27-)	0.9713228588552189	0.007567639669226581	0.011987783895636225	0.010221804740994185	0.00507932349566718	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	10	CD4+ T Cell (Treg)	CD4+ T Cell (Treg)	0.6410420414399649	0.06692591360250326	0.04405707037269023	0.13145281341861398	0.06452427248386582	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	11	CD4- CD8- T Cell	CD4- CD8- T Cell	0.861540535698956	0.023381325539815416	0.10409527911685634	0.07874143127140246	0.03496235868204137	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	12	CD8+ T Cell (Central Memory)	CD8+ T Cell (Central Memory)	0.5364291077269957	0.04717402848470421	0.12994178639617854	0.12108626402705173	0.05949193333486702	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	13	CD8+ T Cell (EMRA)	CD8+ T Cell (EMRA)	0.7723631781901915	0.019886012491070144	0.0866152851057389	0.08490207559949398	0.041121077885694614	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	14	CD8+ T Cell (Effector Memory)	CD8+ T Cell (Effector Memory)	0.49684851920995765	0.07140009246527446	0.1213655952819925	0.09138718783381017	0.045494552954131455	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	15	CD8+ T Cell (Naive)	CD8+ T Cell (Naive)	0.8381831056913627	0.041121178320338965	0.043352464625123814	0.09319929842708385	0.0448123864106991	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	16	Dendritic Cell (Type 1, CD141+)	Dendritic Cell (Type 1, CD141+)	0.3503572528327809	0.20660723905038636	0.24925097662934304	0.24728255971877464	0.12253537617925675	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	17	Dendritic Cell (Type 2, CD1c+)	Dendritic Cell (Type 2, CD1c+)	0.06352040816326529	0.14203595061159377	0.09583148474999098	0.274276318422388	0.13705132826795727	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	18	Monocyte (CD14+ CD16+)	Monocyte (CD14+ CD16+)	0.7404502723878919	0.04456941856160092	0.09122627880083413	0.09529246851318897	0.04548254987566154	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	19	Monocyte (CD14+ CD16-)	Monocyte (CD14+ CD16-)	0.9527759856478225	0.021058075210594145	0.010416153080507138	0.04707062433426616	0.021571428352611055	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	2	B Cell (Memory)	B Cell (Memory)	0.9092254567346966	0.02093187128380984	0.03387128098742294	0.031369160597264155	0.015613700983131352	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	20	Monocyte (CD14- CD16+)	Monocyte (CD14- CD16+)	0.7125229101506942	0.03173662841634001	0.13230721510859272	0.13891071238880315	0.06805239781153154	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	21	NK Cell (CD56+ CD16+)	NK Cell (CD56+ CD16+)	0.9385706420692088	0.010443245522619146	0.028916731168929014	0.012553455885463343	0.004781761095684947	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	22	NK Cell (CD56+ CD16-)	NK Cell (CD56+ CD16-)	0.7635483025315517	0.06854377055545466	0.020250811748960967	0.1128458795177787	0.056008990468910405	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	23	Plasmacytoid Dendritic Cell	Plasmacytoid Dendritic Cell	0.9832128805122583	0.006461366797446258	0.013694111501893882	0.0018792736079368687	8.756888524191036e-4	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	3	B Cell (Plasmablast)	B Cell (Plasmablast)	0.805818658990118	0.04618398006864114	0.011487300629730602	0.11319840720478645	0.05644546623622618	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	4	Basophil	Basophil	0.36945787996882856	0.5062015414410642	0.4775087243011629	0.5398715420735226	0.26989750466615936	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	5	CD4+ CD8+ T Cell	CD4+ CD8+ T Cell	0.27659853980348026	0.25365095776690694	0.334178486009651	0.20640825620381734	0.09761027125684893	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	6	CD4+ T Cell (Central Memory)	CD4+ T Cell (Central Memory)	0.5072408199088987	0.10587240682865531	0.11507261311764318	0.14587195358523627	0.06818372612094635	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	7	CD4+ T Cell (EMRA)	CD4+ T Cell (EMRA)	0.31110841117726884	0.10759524139707215	0.06875835037055195	0.18095234678018204	0.08984160148025121	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	8	CD4+ T Cell (Effector Memory)	CD4+ T Cell (Effector Memory)	0.630228901806944	0.012085865498284314	0.11607758633920158	0.16615348865693966	0.08065621214695792	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	9	CD4+ T Cell (Naive)	CD4+ T Cell (Naive)	0.6937128942636742	0.0414587732668874	0.10450745587172988	0.09621870673247959	0.0347271201264464	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	random	drop-both	1	B Cell (CD27-)	B Cell (CD27-)	0.04676796453598	0.0019798133311860295	4.748133336347264e-4	0.003921478289820607	0.00025496535556361047	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	random	drop-both	10	CD4+ T Cell (Treg)	CD4+ T Cell (Treg)	0.03057854198302538	0.0010349705228637036	3.0678693713753785e-4	0.004103375659984758	4.3316894476405057e-4	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	random	drop-both	11	CD4- CD8- T Cell	CD4- CD8- T Cell	0.056911455407423976	0.0025099175635217882	4.8134807264679227e-4	0.003691278942629477	1.300736800328597e-4	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	random	drop-both	12	CD8+ T Cell (Central Memory)	CD8+ T Cell (Central Memory)	0.01885121815516827	6.455583921344165e-4	3.772590990380444e-4	0.0038489615073492123	8.541194933639468e-4	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	random	drop-both	13	CD8+ T Cell (EMRA)	CD8+ T Cell (EMRA)	0.02448169518299497	0.0011838479027535239	0.0011346586126855414	0.0029115453666834915	6.403425817119729e-4	5
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	random	drop-both	14	CD8+ T Cell (Effector Memory)	CD8+ T Cell (Effector Memory)	0.0059745064957626515	3.217864307045595e-4	1.7750489898807535e-4	0.00395520453643469	0.001247507057907909	5
