dataset	model	stratification	population_id	population_name	population	f1_mean	f1_sd	precision_sd	recall_sd	balanced_accuracy_ovr_sd	n_runs
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	1	B cells	B cells	0.9997009512106196	3.4814083273476687e-4	0	6.95689031639361e-4	3.478445158196722e-4	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	0.9958729519622114	0.008992970589332485	1.3219003493798487e-4	0.01767613143510749	0.008831676205747447	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	3	Effector memory CD8+ T cells	Effector memory CD8+ T cells	0.9940295513703145	0.009413513367858868	0.0022986281771818803	0.01952414888714115	0.009750222018250264	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	4	NK cells	NK cells	0.9998998493785436	1.3922378685444245e-4	2.783713124881912e-4	0	3.2495137977621244e-5	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	5	Naive CD4+ T cells	Naive CD4+ T cells	0.7413367252840596	0.3221228872463302	0.003736050772980727	0.3795573177514607	0.18904794737027966	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	6	Naive CD8+ T cells	Naive CD8+ T cells	0.7394934820230695	0.2658687154691578	0.08541255720925506	0.3432722976739642	0.16759688001442705	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	0.1079145239585448	0.11619043458990448	0.08831038375945054	0.3658053778857721	0.13130675205082443	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	0.7249444743390633	0.11471860604453515	0.20340440014218303	0.21284938782333856	0.09806558537309507	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	1	B cells	B cells	0.9997009512106196	3.4814083273476687e-4	0	6.95689031639361e-4	3.478445158196722e-4	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	0.9958729519622114	0.008992970589332485	1.3219003493798487e-4	0.01767613143510749	0.008831676205747447	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	3	Effector memory CD8+ T cells	Effector memory CD8+ T cells	0.9940295513703145	0.009413513367858868	0.0022986281771818803	0.01952414888714115	0.009750222018250264	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	4	NK cells	NK cells	0.9998998493785436	1.3922378685444245e-4	2.783713124881912e-4	0	3.2495137977621244e-5	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	5	Naive CD4+ T cells	Naive CD4+ T cells	0.7413367252840596	0.3221228872463302	0.003736050772980727	0.3795573177514607	0.18904794737027966	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	6	Naive CD8+ T cells	Naive CD8+ T cells	0.7394934820230695	0.2658687154691578	0.08541255720925506	0.3432722976739642	0.16759688001442705	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	0.1079145239585448	0.11619043458990448	0.08831038375945054	0.3658053778857721	0.13130675205082443	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	0.7249444743390633	0.11471860604453515	0.20340440014218303	0.21284938782333856	0.09806558537309507	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	1	B cells	B cells	0.9997009512106196	3.4814083273476687e-4	0	6.95689031639361e-4	3.478445158196722e-4	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	0.9958729519622114	0.008992970589332485	1.3219003493798487e-4	0.01767613143510749	0.008831676205747447	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	3	Effector memory CD8+ T cells	Effector memory CD8+ T cells	0.9940295513703145	0.009413513367858868	0.0022986281771818803	0.01952414888714115	0.009750222018250264	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	4	NK cells	NK cells	0.9998998493785436	1.3922378685444245e-4	2.783713124881912e-4	0	3.2495137977621244e-5	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	5	Naive CD4+ T cells	Naive CD4+ T cells	0.7413367252840596	0.3221228872463302	0.003736050772980727	0.3795573177514607	0.18904794737027966	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	6	Naive CD8+ T cells	Naive CD8+ T cells	0.7394934820230695	0.2658687154691578	0.08541255720925506	0.3432722976739642	0.16759688001442705	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	0.1079145239585448	0.11619043458990448	0.08831038375945054	0.3658053778857721	0.13130675205082443	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	0.7249444743390633	0.11471860604453515	0.20340440014218303	0.21284938782333856	0.09806558537309507	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	drop-both	1	B cells	B cells	0.9996317343621642	4.955947217874445e-4	0	9.902601518067408e-4	4.951300759033428e-4	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	drop-both	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	0.9482898621435641	0.08400365696515107	0.04846854035454015	0.1459628188396861	0.07176100556470219	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	drop-both	3	Effector memory CD8+ T cells	Effector memory CD8+ T cells	0.8647981938215943	0.07313279582448434	0.16626885156003657	0.13040964950006625	0.06368246696990211	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	drop-both	4	NK cells	NK cells	0.9732578423066692	0.05949421726959752	0.10468503408306948	7.215752643423664e-4	0.012236552013244915	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	drop-both	5	Naive CD4+ T cells	Naive CD4+ T cells	0.8245255047022528	0.20560957328230284	0.02062842744589061	0.2953405130284976	0.14498024398206844	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	drop-both	6	Naive CD8+ T cells	Naive CD8+ T cells	0.767296819111184	0.12886115950156188	0.11124509258196712	0.26056841957320154	0.12365789480561726	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	drop-both	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	0.061843946765848895	0.04548280036006375	0.2303953634865462	0.3792569845433292	0.14906933416230575	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	drop-both	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	0.6074446392420523	0.15527435257365066	0.2941355020252411	0.2971316860354126	0.14458903319431793	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	drop-train	1	B cells	B cells	0.9979533661681546	8.182481093976893e-4	0	0.0016308751606023627	8.154375803012051e-4	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	drop-train	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	0.8974830531916542	0.196351460631211	0.027620571635396895	0.27383282425898237	0.13610947521705005	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	drop-train	3	Effector memory CD8+ T cells	Effector memory CD8+ T cells	0.8788077737646977	0.06885012044074294	0.09164482092014434	0.14917155008437888	0.07386995695472319	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	drop-train	4	NK cells	NK cells	0.9774619091403117	0.046208374628018446	0.08342022802825279	0.00412317278717531	0.009543801606184484	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	drop-train	5	Naive CD4+ T cells	Naive CD4+ T cells	0.8108525818078942	0.21951217778517923	0.013357592541625682	0.30647246972599895	0.15137895046723976	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	drop-train	6	Naive CD8+ T cells	Naive CD8+ T cells	0.7446774352489329	0.16219643181493978	0.08455355007344534	0.2892665309903692	0.13981996655790618	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	drop-train	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	0.033782181684307	0.028779771543836898	0.42815535202381094	0.31903018874490174	0.12595531451704492	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	drop-train	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	0.5461289942931805	0.18024855159113914	0.3016856956658478	0.34885127781514724	0.16942371198258102	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	unfiltered	1	B cells	B cells	0.9996317343621642	4.955947217874445e-4	0	9.902601518067408e-4	4.951300759033428e-4	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	unfiltered	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	0.9482898621435641	0.08400365696515107	0.04846854035454015	0.1459628188396861	0.07176100556470219	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	unfiltered	3	Effector memory CD8+ T cells	Effector memory CD8+ T cells	0.8647981938215943	0.07313279582448434	0.16626885156003657	0.13040964950006625	0.06368246696990211	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	unfiltered	4	NK cells	NK cells	0.9732578423066692	0.05949421726959752	0.10468503408306948	7.215752643423664e-4	0.012236552013244915	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	unfiltered	5	Naive CD4+ T cells	Naive CD4+ T cells	0.8245255047022528	0.20560957328230284	0.02062842744589061	0.2953405130284976	0.14498024398206844	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	unfiltered	6	Naive CD8+ T cells	Naive CD8+ T cells	0.767296819111184	0.12886115950156188	0.11124509258196712	0.26056841957320154	0.12365789480561726	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	unfiltered	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	0.061843946765848895	0.04548280036006375	0.2303953634865462	0.3792569845433292	0.14906933416230575	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cydefine[3f57bdcdec41]	unfiltered	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	0.6074446392420523	0.15527435257365066	0.2941355020252411	0.2971316860354126	0.14458903319431793	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	1	B cells	B cells	0.9997011595094134	4.5803125510143784e-5	0	9.15537625105313e-5	4.577688125529481e-5	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	0.9990907271091879	8.868726714435896e-5	5.086878913650496e-5	2.1468384230934027e-4	1.0438957218970273e-4	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	3	Effector memory CD8+ T cells	Effector memory CD8+ T cells	0.9979224907518074	0.0010706325861905722	0.002037023402710859	1.99506922736326e-4	1.0914846822858914e-4	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	4	NK cells	NK cells	0.9983201383154449	5.735794316374802e-4	0	0.0011438184676929061	5.719092338464183e-4	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	5	Naive CD4+ T cells	Naive CD4+ T cells	0.735950737626389	0.2954302924326902	0.004712393837438721	0.3445256801203687	0.1718260463283284	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	6	Naive CD8+ T cells	Naive CD8+ T cells	0.7698396926739834	0.2849336984653603	0.07180304510434907	0.3432879685581602	0.17002685738745277	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	0.05021728764362524	0.02525605293488707	0.37856175242467155	0.4353064212613957	0.1649307266400837	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	0.6874126647722223	0.1456280700541652	0.20833222950464275	0.28494265588300505	0.13408810106470717	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-train	1	B cells	B cells	0.9997011595094134	4.5803125510143784e-5	0	9.15537625105313e-5	4.577688125529481e-5	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-train	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	0.9990907271091879	8.868726714435896e-5	5.086878913650496e-5	2.1468384230934027e-4	1.0438957218970273e-4	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-train	3	Effector memory CD8+ T cells	Effector memory CD8+ T cells	0.9979224907518074	0.0010706325861905722	0.002037023402710859	1.99506922736326e-4	1.0914846822858914e-4	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-train	4	NK cells	NK cells	0.9983201383154449	5.735794316374802e-4	0	0.0011438184676929061	5.719092338464183e-4	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-train	5	Naive CD4+ T cells	Naive CD4+ T cells	0.735950737626389	0.2954302924326902	0.004712393837438721	0.3445256801203687	0.1718260463283284	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-train	6	Naive CD8+ T cells	Naive CD8+ T cells	0.7698396926739834	0.2849336984653603	0.07180304510434907	0.3432879685581602	0.17002685738745277	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-train	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	0.05021728764362524	0.02525605293488707	0.37856175242467155	0.4353064212613957	0.1649307266400837	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-train	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	0.6874126647722223	0.1456280700541652	0.20833222950464275	0.28494265588300505	0.13408810106470717	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	unfiltered	1	B cells	B cells	0.9997011595094134	4.5803125510143784e-5	0	9.15537625105313e-5	4.577688125529481e-5	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	unfiltered	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	0.9990907271091879	8.868726714435896e-5	5.086878913650496e-5	2.1468384230934027e-4	1.0438957218970273e-4	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	unfiltered	3	Effector memory CD8+ T cells	Effector memory CD8+ T cells	0.9979224907518074	0.0010706325861905722	0.002037023402710859	1.99506922736326e-4	1.0914846822858914e-4	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	unfiltered	4	NK cells	NK cells	0.9983201383154449	5.735794316374802e-4	0	0.0011438184676929061	5.719092338464183e-4	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	unfiltered	5	Naive CD4+ T cells	Naive CD4+ T cells	0.735950737626389	0.2954302924326902	0.004712393837438721	0.3445256801203687	0.1718260463283284	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	unfiltered	6	Naive CD8+ T cells	Naive CD8+ T cells	0.7698396926739834	0.2849336984653603	0.07180304510434907	0.3432879685581602	0.17002685738745277	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	unfiltered	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	0.05021728764362524	0.02525605293488707	0.37856175242467155	0.4353064212613957	0.1649307266400837	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	unfiltered	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	0.6874126647722223	0.1456280700541652	0.20833222950464275	0.28494265588300505	0.13408810106470717	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	dgcytof	drop-both	1	B cells	B cells	0.9994538497542375	5.660533156261994e-4	0.0013143029232309223	2.6799134923359563e-4	9.018386323215533e-5	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	dgcytof	drop-both	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	0.9981560194550163	0.0018616108573268745	5.974548590757786e-4	0.003481612062288558	0.001747493636293182	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	dgcytof	drop-both	3	Effector memory CD8+ T cells	Effector memory CD8+ T cells	0.9906159995367639	0.008008559260635772	0.0024643126687149907	0.017171315858075832	0.00857005208243437	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	dgcytof	drop-both	4	NK cells	NK cells	0.9924464502044419	0.008621829331065057	0.017895251481679867	0.0031883792161621132	0.0021004727302626792	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	dgcytof	drop-both	5	Naive CD4+ T cells	Naive CD4+ T cells	0.7410198314496759	0.31729995777907494	0.0032665383366392224	0.37274110734772925	0.1856936611465865	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	dgcytof	drop-both	6	Naive CD8+ T cells	Naive CD8+ T cells	0.7398108368988703	0.25921709060458054	0.09109073198539895	0.3400006477247268	0.16568547078791004	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	dgcytof	drop-both	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	0.13284801568751278	0.14112577614418892	0.11498025286243489	0.28001512539534806	0.08526097944916734	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	dgcytof	drop-both	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	0.7289358268174416	0.09654718033520925	0.19511256394995424	0.19943013055855638	0.09104873084262798	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	dgcytof	drop-train	1	B cells	B cells	0.9994538497542375	5.660533156261994e-4	0.0013143029232309223	2.6799134923359563e-4	9.018386323215533e-5	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	dgcytof	drop-train	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	0.9981560194550163	0.0018616108573268745	5.974548590757786e-4	0.003481612062288558	0.001747493636293182	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	dgcytof	drop-train	3	Effector memory CD8+ T cells	Effector memory CD8+ T cells	0.9906159995367639	0.008008559260635772	0.0024643126687149907	0.017171315858075832	0.00857005208243437	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	dgcytof	drop-train	4	NK cells	NK cells	0.9924464502044419	0.008621829331065057	0.017895251481679867	0.0031883792161621132	0.0021004727302626792	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	dgcytof	drop-train	5	Naive CD4+ T cells	Naive CD4+ T cells	0.7410198314496759	0.31729995777907494	0.0032665383366392224	0.37274110734772925	0.1856936611465865	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	dgcytof	drop-train	6	Naive CD8+ T cells	Naive CD8+ T cells	0.7398108368988703	0.25921709060458054	0.09109073198539895	0.3400006477247268	0.16568547078791004	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	dgcytof	drop-train	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	0.13284801568751278	0.14112577614418892	0.11498025286243489	0.28001512539534806	0.08526097944916734	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	dgcytof	drop-train	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	0.7289358268174416	0.09654718033520925	0.19511256394995424	0.19943013055855638	0.09104873084262798	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	dgcytof	unfiltered	1	B cells	B cells	0.9994538497542375	5.660533156261994e-4	0.0013143029232309223	2.6799134923359563e-4	9.018386323215533e-5	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	dgcytof	unfiltered	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	0.9981560194550163	0.0018616108573268745	5.974548590757786e-4	0.003481612062288558	0.001747493636293182	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	dgcytof	unfiltered	3	Effector memory CD8+ T cells	Effector memory CD8+ T cells	0.9906159995367639	0.008008559260635772	0.0024643126687149907	0.017171315858075832	0.00857005208243437	5
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	dgcytof	unfiltered	4	NK cells	NK cells	0.9924464502044419	0.008621829331065057	0.017895251481679867	0.0031883792161621132	0.0021004727302626792	5
