dataset	model	stratification	crossvalidation	run_id	population_id	population_name	population	tp	fp	fn	tn	tpr	fpr	fnr	tnr
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-1	run0	6	Naive CD8+ T cells	Naive CD8+ T cells	50251	11221	1530	524252	0.9704524825708272	0.020955304936009847	0.029547517429172863	0.9790446950639902
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-1	run0	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	1656	6140	1129	578329	0.5946140035906643	0.01050526204127165	0.4053859964093357	0.9894947379587283
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-1	run0	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	27699	1526	11962	546067	0.6983938882025164	0.0027867412476054298	0.3016061117974837	0.9972132587523945
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-1	run0	5	Naive CD4+ T cells	Naive CD4+ T cells	162963	1126	6140	417025	0.9636907683482848	0.0026928071438308172	0.03630923165171523	0.9973071928561692
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-1	run0	4	NK cells	NK cells	120760	535	0	465959	1	0.001146852907004163	0	0.9988531470929959
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-2	run0	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	335	30415	622	609537	0.3500522466039707	0.047527002025151886	0.6499477533960293	0.9524729979748481
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-2	run0	6	Naive CD8+ T cells	Naive CD8+ T cells	50793	7360	7029	575727	0.8784372730102729	0.012622473147231889	0.12156272698972709	0.9873775268527681
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-2	run0	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	7886	7040	7088	618895	0.5266461867236544	0.011247174227355876	0.4733538132763457	0.9887528257726441
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-2	run0	5	Naive CD4+ T cells	Naive CD4+ T cells	192984	1201	29831	416893	0.8661176312187241	0.002872559759288581	0.13388236878127593	0.9971274402407114
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-2	run0	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	113327	2	1139	526441	0.9900494469973616	3.7990817619381394e-6	0.009950553002638338	0.999996200918238
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-3	run0	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	2678	139397	34	527092	0.9874631268436578	0.20915123880514158	0.012536873156342183	0.7908487611948585
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-3	run0	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	39293	22885	76	606947	0.9980695471055907	0.03633508618171195	0.0019304528944093069	0.963664913818288
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-3	run0	3	Effector memory CD8+ T cells	Effector memory CD8+ T cells	12202	76	0	656923	1	1.1567749722602317e-4	0	0.9998843225027739
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-3	run0	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	124993	36	0	544172	1	6.615117749095933e-5	0	0.999933848822509
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-3	run0	1	B cells	B cells	106867	0	2	562332	0.999981285499069	0	1.871450093104642e-5	1
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-4	run0	6	Naive CD8+ T cells	Naive CD8+ T cells	51520	11375	1493	562534	0.9718370965612209	0.01982021540000244	0.02816290343877917	0.98017978459999755
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-4	run0	5	Naive CD4+ T cells	Naive CD4+ T cells	193293	2120	2753	428756	0.9859573773502137	0.004920209062468088	0.014042622649786275	0.995079790937532
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-4	run0	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	689	2753	2131	621349	0.24432624113475176	0.00441113792296772	0.7556737588652482	0.9955888620770322
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-4	run0	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	28127	1492	11871	585432	0.7032101605080254	0.0025420667752553993	0.29678983949197457	0.9974579332247446
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-4	run0	4	NK cells	NK cells	114466	356	0	512100	1	6.946937883447555e-4	0	0.9993053062116553
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-5	run0	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	2642	139978	35	418284	0.9869256630556593	0.25073890037294316	0.01307433694434068	0.7492610996270568
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-5	run0	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	33525	23264	69	504081	0.9979460617967494	0.044115332467360074	0.0020539382032505804	0.9558846675326399
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-5	run0	4	NK cells	NK cells	97884	61	0	462994	1	1.3173381131830993e-4	0	0.9998682661886817
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-5	run0	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	122138	43	0	438758	1	9.799430721443206e-5	0	0.9999020056927855
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-both	num-5	run0	3	Effector memory CD8+ T cells	Effector memory CD8+ T cells	10801	18	1	550119	0.9999074245510091	3.2719122691256904e-5	9.257544899092761e-5	0.9999672808773088
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-1	run0	6	Naive CD8+ T cells	Naive CD8+ T cells	50251	11221	1530	524252	0.9704524825708272	0.020955304936009847	0.029547517429172863	0.9790446950639902
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-1	run0	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	1656	6140	1129	578329	0.5946140035906643	0.01050526204127165	0.4053859964093357	0.9894947379587283
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-1	run0	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	27699	1526	11962	546067	0.6983938882025164	0.0027867412476054298	0.3016061117974837	0.9972132587523945
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-1	run0	5	Naive CD4+ T cells	Naive CD4+ T cells	162963	1126	6140	417025	0.9636907683482848	0.0026928071438308172	0.03630923165171523	0.9973071928561692
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-1	run0	4	NK cells	NK cells	120760	535	0	465959	1	0.001146852907004163	0	0.9988531470929959
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-2	run0	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	335	30415	622	609537	0.3500522466039707	0.047527002025151886	0.6499477533960293	0.9524729979748481
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-2	run0	6	Naive CD8+ T cells	Naive CD8+ T cells	50793	7360	7029	575727	0.8784372730102729	0.012622473147231889	0.12156272698972709	0.9873775268527681
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-2	run0	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	7886	7040	7088	618895	0.5266461867236544	0.011247174227355876	0.4733538132763457	0.9887528257726441
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-2	run0	5	Naive CD4+ T cells	Naive CD4+ T cells	192984	1201	29831	416893	0.8661176312187241	0.002872559759288581	0.13388236878127593	0.9971274402407114
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-2	run0	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	113327	2	1139	526441	0.9900494469973616	3.7990817619381394e-6	0.009950553002638338	0.999996200918238
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-3	run0	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	2678	139397	34	527092	0.9874631268436578	0.20915123880514158	0.012536873156342183	0.7908487611948585
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-3	run0	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	39293	22885	76	606947	0.9980695471055907	0.03633508618171195	0.0019304528944093069	0.963664913818288
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-3	run0	3	Effector memory CD8+ T cells	Effector memory CD8+ T cells	12202	76	0	656923	1	1.1567749722602317e-4	0	0.9998843225027739
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-3	run0	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	124993	36	0	544172	1	6.615117749095933e-5	0	0.999933848822509
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-3	run0	1	B cells	B cells	106867	0	2	562332	0.999981285499069	0	1.871450093104642e-5	1
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-4	run0	6	Naive CD8+ T cells	Naive CD8+ T cells	51520	11375	1493	562534	0.9718370965612209	0.01982021540000244	0.02816290343877917	0.98017978459999755
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-4	run0	5	Naive CD4+ T cells	Naive CD4+ T cells	193293	2120	2753	428756	0.9859573773502137	0.004920209062468088	0.014042622649786275	0.995079790937532
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-4	run0	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	689	2753	2131	621349	0.24432624113475176	0.00441113792296772	0.7556737588652482	0.9955888620770322
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-4	run0	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	28127	1492	11871	585432	0.7032101605080254	0.0025420667752553993	0.29678983949197457	0.9974579332247446
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-4	run0	4	NK cells	NK cells	114466	356	0	512100	1	6.946937883447555e-4	0	0.9993053062116553
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-5	run0	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	2642	139978	35	418284	0.9869256630556593	0.25073890037294316	0.01307433694434068	0.7492610996270568
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-5	run0	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	33525	23264	69	504081	0.9979460617967494	0.044115332467360074	0.0020539382032505804	0.9558846675326399
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-5	run0	4	NK cells	NK cells	97884	61	0	462994	1	1.3173381131830993e-4	0	0.9998682661886817
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-5	run0	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	122138	43	0	438758	1	9.799430721443206e-5	0	0.9999020056927855
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	drop-train	num-5	run0	3	Effector memory CD8+ T cells	Effector memory CD8+ T cells	10801	18	1	550119	0.9999074245510091	3.2719122691256904e-5	9.257544899092761e-5	0.9999672808773088
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-1	run0	6	Naive CD8+ T cells	Naive CD8+ T cells	50251	11221	1530	524252	0.9704524825708272	0.020955304936009847	0.029547517429172863	0.9790446950639902
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-1	run0	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	1656	6140	1129	578329	0.5946140035906643	0.01050526204127165	0.4053859964093357	0.9894947379587283
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-1	run0	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	27699	1526	11962	546067	0.6983938882025164	0.0027867412476054298	0.3016061117974837	0.9972132587523945
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-1	run0	5	Naive CD4+ T cells	Naive CD4+ T cells	162963	1126	6140	417025	0.9636907683482848	0.0026928071438308172	0.03630923165171523	0.9973071928561692
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-1	run0	4	NK cells	NK cells	120760	535	0	465959	1	0.001146852907004163	0	0.9988531470929959
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-2	run0	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	335	30415	622	609537	0.3500522466039707	0.047527002025151886	0.6499477533960293	0.9524729979748481
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-2	run0	6	Naive CD8+ T cells	Naive CD8+ T cells	50793	7360	7029	575727	0.8784372730102729	0.012622473147231889	0.12156272698972709	0.9873775268527681
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-2	run0	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	7886	7040	7088	618895	0.5266461867236544	0.011247174227355876	0.4733538132763457	0.9887528257726441
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-2	run0	5	Naive CD4+ T cells	Naive CD4+ T cells	192984	1201	29831	416893	0.8661176312187241	0.002872559759288581	0.13388236878127593	0.9971274402407114
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-2	run0	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	113327	2	1139	526441	0.9900494469973616	3.7990817619381394e-6	0.009950553002638338	0.999996200918238
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-3	run0	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	2678	139397	34	527092	0.9874631268436578	0.20915123880514158	0.012536873156342183	0.7908487611948585
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-3	run0	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	39293	22885	76	606947	0.9980695471055907	0.03633508618171195	0.0019304528944093069	0.963664913818288
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-3	run0	3	Effector memory CD8+ T cells	Effector memory CD8+ T cells	12202	76	0	656923	1	1.1567749722602317e-4	0	0.9998843225027739
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-3	run0	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	124993	36	0	544172	1	6.615117749095933e-5	0	0.999933848822509
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-3	run0	1	B cells	B cells	106867	0	2	562332	0.999981285499069	0	1.871450093104642e-5	1
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-4	run0	6	Naive CD8+ T cells	Naive CD8+ T cells	51520	11375	1493	562534	0.9718370965612209	0.01982021540000244	0.02816290343877917	0.98017978459999755
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-4	run0	5	Naive CD4+ T cells	Naive CD4+ T cells	193293	2120	2753	428756	0.9859573773502137	0.004920209062468088	0.014042622649786275	0.995079790937532
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-4	run0	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	689	2753	2131	621349	0.24432624113475176	0.00441113792296772	0.7556737588652482	0.9955888620770322
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-4	run0	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	28127	1492	11871	585432	0.7032101605080254	0.0025420667752553993	0.29678983949197457	0.9974579332247446
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-4	run0	4	NK cells	NK cells	114466	356	0	512100	1	6.946937883447555e-4	0	0.9993053062116553
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-5	run0	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	2642	139978	35	418284	0.9869256630556593	0.25073890037294316	0.01307433694434068	0.7492610996270568
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-5	run0	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	33525	23264	69	504081	0.9979460617967494	0.044115332467360074	0.0020539382032505804	0.9558846675326399
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-5	run0	4	NK cells	NK cells	97884	61	0	462994	1	1.3173381131830993e-4	0	0.9998682661886817
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-5	run0	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	122138	43	0	438758	1	9.799430721443206e-5	0	0.9999020056927855
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cyanno	unfiltered	num-5	run0	3	Effector memory CD8+ T cells	Effector memory CD8+ T cells	10801	18	1	550119	0.9999074245510091	3.2719122691256904e-5	9.257544899092761e-5	0.9999672808773088
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	num-1	run0	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	591	27209	2194	557260	0.21220825852782765	0.04655336724445608	0.7877917414721723	0.9534466327555439
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	num-1	run0	6	Naive CD8+ T cells	Naive CD8+ T cells	48128	9732	3653	525741	0.9294528881249879	0.018174585833459392	0.07054711187501207	0.9818254141665406
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	num-1	run0	5	Naive CD4+ T cells	Naive CD4+ T cells	143851	1419	25252	416732	0.8506708928877666	0.003393510956568321	0.14932910711223338	0.9966064890434316
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	num-1	run0	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	18466	220	21195	547373	0.4655959254683442	4.0175824015281425e-4	0.5344040745316558	0.9995982417598472
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	num-1	run0	3	Effector memory CD8+ T cells	Effector memory CD8+ T cells	10447	21	0	576786	1	3.640732515382095e-5	0	0.9999635926748461
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	num-2	run0	6	Naive CD8+ T cells	Naive CD8+ T cells	56848	1039	974	582048	0.9831552004427381	0.0017818953260834147	0.016844799557261942	0.9982181046739166
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	num-2	run0	5	Naive CD4+ T cells	Naive CD4+ T cells	222036	82	779	418012	0.9965038260440275	1.9612814343185982e-4	0.0034961739559724436	0.9998038718565682
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	num-2	run0	3	Effector memory CD8+ T cells	Effector memory CD8+ T cells	10427	54	5	630423	0.9995207055214724	8.564943685495268e-5	4.7929447852760736e-4	0.999914350563145
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	num-2	run0	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	4575	6	10399	625929	0.3055295846133298	9.58565985286012e-6	0.6944704153866702	0.9999904143401471
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	num-2	run0	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	114246	5	220	526438	0.9980780319046704	9.497704404845348e-6	0.0019219680953296175	0.9999905022955952
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	num-3	run0	7	TEMRA CD4+ T cells	TEMRA CD4+ T cells	2589	128011	123	538478	0.9546460176991151	0.19206768603832922	0.04535398230088496	0.8079323139616708
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	num-3	run0	8	TEMRA CD8+ T cells	TEMRA CD8+ T cells	36924	21504	2445	608328	0.9378952983311742	0.034142437983462254	0.06210470166882573	0.9658575620165377
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	num-3	run0	3	Effector memory CD8+ T cells	Effector memory CD8+ T cells	12197	81	5	656918	0.9995902311096542	1.2328785888562996e-4	4.097688903458449e-4	0.9998767121411144
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	num-3	run0	2	Effector memory CD4+ T cells	Effector memory CD4+ T cells	124762	17	231	544191	0.9981518965062044	3.123805603739747e-5	0.0018481034937956526	0.9999687619439626
dataset_name-15723074_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42	cygate	drop-both	num-3	run0	6	Naive CD8+ T cells	Naive CD8+ T cells	35711	7	23084	610399	0.6073815800663321	1.1467777184365816e-5	0.3926184199336678	0.9999885322228156
