dataset	model	crossvalidation	n_cells	f1_macro_median	f1_weighted_median	runtime_seconds
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-10000	knn	num-1	1346699	0.6824947482340016	0.7482103951282876	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-10000	knn	num-2	1274361	0.6878377140740602	0.7551468534335464	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-10000	knn	num-3	1174493	0.7112534122603227	0.7846228118470565	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-10000	knn	num-4	1266374	0.7061942589091834	0.8078769735866846	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-10000	knn	num-5	1231233	0.6910224674738434	0.7776853419884208	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-10000	lda	num-1	1346699	0.7612950846552824	0.820225634012675	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-10000	lda	num-2	1274361	0.8220052055408177	0.8977513573811015	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-10000	lda	num-3	1174493	0.7899019668832731	0.8751552445496363	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-10000	lda	num-4	1266374	0.7690756616917146	0.9025578025717101	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-10000	lda	num-5	1231233	0.7650833707990249	0.892661856811717	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-10000	random	num-1	1346699	0.16066420310920188	0.19947408563921798	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-10000	random	num-2	1274361	0.16369793009551406	0.19663391326548832	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-10000	random	num-3	1174493	0.15915496376846217	0.20037490516568268	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-10000	random	num-4	1266374	0.15762625205711234	0.20190527335675482	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-10000	random	num-5	1231233	0.15763035065243297	0.20219459210933877	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	cyanno	num-1	1346699	0.9767689858005537	0.9892492241654331	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	cyanno	num-2	1274361	0.9781149863346716	0.9894533117984041	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	cyanno	num-3	1174493	0.9831013688209242	0.9920348554012244	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	cyanno	num-4	1266374	0.9805341596202244	0.9921873738449895	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	cyanno	num-5	1231233	0.9793391205501036	0.9906872259998013	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	cygate	num-1	1346699	0.8802418460388874	0.9381428551314827	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	cygate	num-2	1274361	0.7789480891029095	0.872231756946601	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	cygate	num-3	1174493	0.8275607035672706	0.9110212978037846	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	cygate	num-4	1266374	0.9071667148539359	0.9606543928664345	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	cygate	num-5	1231233	0.7893624510069965	0.886154397034317	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	dgcytof	num-1	1346699	0.961499646126137	0.981332673158807	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	dgcytof	num-2	1274361	0.9445450884873926	0.9716208209389726	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	dgcytof	num-3	1174493	0.9615495058953348	0.9816700427393455	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	dgcytof	num-4	1266374	0.9616273060755504	0.9832022487063802	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	dgcytof	num-5	1231233	0.9759015696180144	0.9884798870956826	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	gatemeclass[E]	num-1	1346699	0.39073626763113556	0.36406142637768224	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	gatemeclass[E]	num-2	1274361	0.26467075013146457	0.23701666459301357	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	gatemeclass[E]	num-3	1174493	0.5546169543705626	0.13070035235712116	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	gatemeclass[E]	num-4	1266374	0.3073497129947483	0.1249622673374748	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	gatemeclass[E]	num-5	1231233	0.557012778402322	0.6610302732855188	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	gatemeclass[V]	num-1	1346699	0.3106879036754792	0.2654365500426793	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	gatemeclass[V]	num-2	1274361	0.40564702211542203	0.5366123331772535	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	gatemeclass[V]	num-3	1174493	0.2928701245505583	0.07029550001278441	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	gatemeclass[V]	num-4	1266374	0.21397077002698614	0.08763698980144337	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	gatemeclass[V]	num-5	1231233	0.4991232873348303	0.6220020340627997	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	knn	num-1	1346699	0.6965068936097077	0.7662227977565165	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	knn	num-2	1274361	0.6987834211759365	0.7647979670930735	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	knn	num-3	1174493	0.7116166790177821	0.786248405970665	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	knn	num-4	1266374	0.6981774398330528	0.7998835315223263	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	knn	num-5	1231233	0.6867599733521453	0.7748841688337045	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	lda	num-1	1346699	0.7530984872556363	0.8080505932475921	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	lda	num-2	1274361	0.8150698369662788	0.8886750781693882	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	lda	num-3	1174493	0.7914785984054873	0.8777628921957475	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	lda	num-4	1266374	0.7694551178598935	0.90425759791363	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	lda	num-5	1231233	0.7666011273424431	0.8939783422870832	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	random	num-1	1346699	0.16079857823119797	0.19970570344098873	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	random	num-2	1274361	0.16393827343458314	0.19716651155659617	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	random	num-3	1174493	0.15905754835789665	0.2009940568084887	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	random	num-4	1266374	0.1577109434112302	0.20194423193082392	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-100000	random	num-5	1231233	0.15770712657209368	0.202477675670577	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	cyanno	num-1	1346699	0.9592774943699884	0.9804702426124128	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	cyanno	num-2	1274361	0.9540479069858833	0.9770587132209998	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	cyanno	num-3	1174493	0.936302870362143	0.9692687850774211	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	cyanno	num-4	1266374	0.9690429546083023	0.9870115521179804	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	cyanno	num-5	1231233	0.9653267565570568	0.9841550269352615	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	cygate	num-1	1346699	0.8725252818632704	0.9341244724866143	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	cygate	num-2	1274361	0.8017196227104565	0.888130983583865	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	cygate	num-3	1174493	0.8029001976049417	0.9013246294305165	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	cygate	num-4	1266374	0.8141000491725221	0.9285212864944221	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	cygate	num-5	1231233	0.7945520013600905	0.8889518081665018	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	dgcytof	num-1	1346699	0.8476014176120389	0.9324213778916316	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	dgcytof	num-2	1274361	0.8813201913738661	0.942575661136307	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	dgcytof	num-3	1174493	0.8880178784308113	0.9453289100435561	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	dgcytof	num-4	1266374	0.8687773560366537	0.9497034016108866	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	dgcytof	num-5	1231233	0.892133619099479	0.9493279569187987	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	gatemeclass[E]	num-1	1346699	0.45817044346718233	0.36223603902249424	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	gatemeclass[E]	num-2	1274361	0.46445078174302096	0.5347845831583206	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	gatemeclass[E]	num-3	1174493	0.8212411803459417	0.6170348981575425	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	gatemeclass[E]	num-4	1266374	0.3073497129947483	0.1249622673374748	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	gatemeclass[E]	num-5	1231233	0.5778132676898142	0.6188870607415607	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	gatemeclass[V]	num-1	1346699	0.3219094131332606	0.2697506088930629	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	gatemeclass[V]	num-2	1274361	0.4035624963647895	0.5354801191864277	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	gatemeclass[V]	num-3	1174493	0.29812745797010826	0.19078201804991016	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	gatemeclass[V]	num-4	1266374	0.4074246004850299	0.3454073931693352	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	gatemeclass[V]	num-5	1231233	0.5225097463664046	0.6190004349958695	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	knn	num-1	1346699	0.682270214755183	0.7552986582044416	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	knn	num-2	1274361	0.7009559797173965	0.7726834015563013	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	knn	num-3	1174493	0.7140435075653302	0.7899880592680117	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	knn	num-4	1266374	0.7036425279646612	0.8069487626818862	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	knn	num-5	1231233	0.706756917494975	0.7942636195913109	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	lda	num-1	1346699	0.7505126123473013	0.8091845658016653	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	lda	num-2	1274361	0.7967312435738445	0.8889843344873233	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	lda	num-3	1174493	0.7793669742649627	0.8659981970264594	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	lda	num-4	1266374	0.7707729125019548	0.9032019275520684	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	lda	num-5	1231233	0.7683148772427857	0.8941618952200548	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	random	num-1	1346699	0.16081574596390005	0.19970712504421362	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	random	num-2	1274361	0.1632668667968289	0.1966799880022552	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	random	num-3	1174493	0.15915496376846217	0.20037490516568268	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	random	num-4	1266374	0.1578516734156322	0.2020511139824698	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-5000	random	num-5	1231233	0.15818197298897846	0.20277837536540008	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	cyanno	num-1	1346699	0.9747074414300012	0.9882226675669409	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	cyanno	num-2	1274361	0.9740758716167072	0.9875202330037728	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	cyanno	num-3	1174493	0.9803786672825894	0.9907974939151034	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	cyanno	num-4	1266374	0.9765207518102074	0.9905154800025904	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	cyanno	num-5	1231233	0.9756084077474091	0.9890310904028804	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	cygate	num-1	1346699	0.8971876181173339	0.9474559013609072	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	cygate	num-2	1274361	0.7841217679041568	0.8755079968004563	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	cygate	num-3	1174493	0.8132249954766498	0.907192667226735	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	cygate	num-4	1266374	0.9074551514792522	0.9607332752671037	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	cygate	num-5	1231233	0.7814853253630907	0.8809719939609091	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	dgcytof	num-1	1346699	0.9435231237178225	0.9725198745087209	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	dgcytof	num-2	1274361	0.9518832410426363	0.9750883239573299	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	dgcytof	num-3	1174493	0.9596661206281774	0.9800735941564872	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	dgcytof	num-4	1266374	0.9710809279521782	0.9876965161041615	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	dgcytof	num-5	1231233	0.9694002137884208	0.9852005934893956	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	gatemeclass[E]	num-1	1346699	0.877897151547767	0.6748897261764252	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	gatemeclass[E]	num-2	1274361	0.35799782669353053	0.30551212373840836	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	gatemeclass[E]	num-3	1174493	0.45212996569238073	0.1560276207269461	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	gatemeclass[E]	num-4	1266374	0.5558158356316926	0.6744228147797079	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	gatemeclass[E]	num-5	1231233	0.6156941751325433	0.7058175098990304	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	gatemeclass[V]	num-1	1346699	0.2810776325735006	0.18599781033715626	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	gatemeclass[V]	num-2	1274361	0.6317162221750752	0.5158440289227177	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	gatemeclass[V]	num-3	1174493	0.26913951002150255	0.08959761382032103	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	gatemeclass[V]	num-4	1266374	0.3977703634753884	0.5777534482656123	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	gatemeclass[V]	num-5	1231233	0.4999734870360899	0.6227906947619861	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	knn	num-1	1346699	0.6867633018339293	0.7508604052748452	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	knn	num-2	1274361	0.6825861361821196	0.7414905169875853	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	knn	num-3	1174493	0.7139998474368693	0.7863141074511922	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	knn	num-4	1266374	0.6933199275841687	0.7996617062890943	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	knn	num-5	1231233	0.6907539428076592	0.7758301575932081	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	lda	num-1	1346699	0.7546688269521665	0.8116675625296167	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	lda	num-2	1274361	0.8152467686148765	0.8921399686035221	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	lda	num-3	1174493	0.7921298771809872	0.8786451315164167	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	lda	num-4	1266374	0.7693224388957968	0.9044890275999407	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	lda	num-5	1231233	0.7605418976780606	0.888569334704937	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	random	num-1	1346699	0.160448340210385	0.1995307449192361	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	random	num-2	1274361	0.16337578168596023	0.19689225892081658	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	random	num-3	1174493	0.15924817166000968	0.2011215869276327	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	random	num-4	1266374	0.157037604193749	0.201362857874685	NA
dataset_name-FR-FCM-Z2KP-healthy_seed-420_sub-sampling-50000	random	num-5	1231233	0.15847507869105107	0.20299578840587282	NA
dataset_name-FR-FCM-Z3YR_seed-42	cyanno	num-1	5794359	0.9087725542656641	0.9953432149659551	NA
dataset_name-FR-FCM-Z3YR_seed-42	cyanno	num-2	5293713	0.9894129038804861	0.9992620255658341	NA
dataset_name-FR-FCM-Z3YR_seed-42	cyanno	num-3	5800412	0.9232636463238608	0.9957121741209176	NA
dataset_name-FR-FCM-Z3YR_seed-42	cyanno	num-4	5372621	0.9852732693617894	0.9990892298424104	NA
dataset_name-FR-FCM-Z3YR_seed-42	cyanno	num-5	5526683	0.9865006026771888	0.999006529834356	NA
dataset_name-FR-FCM-Z3YR_seed-42	cygate	num-1	5794359	0.717778078642117	0.9640781013118279	NA
dataset_name-FR-FCM-Z3YR_seed-42	cygate	num-2	5293713	0.712068930135471	0.9669474636847192	NA
dataset_name-FR-FCM-Z3YR_seed-42	cygate	num-3	5800412	0.7201404048714883	0.9657365995126971	NA
dataset_name-FR-FCM-Z3YR_seed-42	cygate	num-4	5372621	0.7155751454602497	0.971078714262817	NA
dataset_name-FR-FCM-Z3YR_seed-42	cygate	num-5	5526683	0.7048078685010614	0.9685443367218719	NA
dataset_name-FR-FCM-Z3YR_seed-42	dgcytof	num-1	5794359	0.7956415755941807	0.9824298252819993	NA
dataset_name-FR-FCM-Z3YR_seed-42	dgcytof	num-2	5293713	0.9211606495802187	0.9920559905589605	NA
dataset_name-FR-FCM-Z3YR_seed-42	dgcytof	num-3	5800412	0.7939226321446071	0.9780601678355465	NA
dataset_name-FR-FCM-Z3YR_seed-42	dgcytof	num-4	5372621	0.8565275697760324	0.9886652546579647	NA
dataset_name-FR-FCM-Z3YR_seed-42	dgcytof	num-5	5526683	0.9112678304774984	0.9918924334603108	NA
dataset_name-FR-FCM-Z3YR_seed-42	gatemeclass[E]	num-1	5794359	NA	0	NA
dataset_name-FR-FCM-Z3YR_seed-42	gatemeclass[E]	num-2	5293713	NA	0	NA
dataset_name-FR-FCM-Z3YR_seed-42	gatemeclass[E]	num-3	5800412	NA	0	NA
dataset_name-FR-FCM-Z3YR_seed-42	gatemeclass[E]	num-4	5372621	NA	0	NA
dataset_name-FR-FCM-Z3YR_seed-42	gatemeclass[E]	num-5	5526683	NA	0	NA
dataset_name-FR-FCM-Z3YR_seed-42	gatemeclass[V]	num-1	5794359	NA	0	NA
dataset_name-FR-FCM-Z3YR_seed-42	gatemeclass[V]	num-2	5293713	NA	0	NA
dataset_name-FR-FCM-Z3YR_seed-42	gatemeclass[V]	num-3	5800412	NA	0	NA
dataset_name-FR-FCM-Z3YR_seed-42	gatemeclass[V]	num-4	5372621	NA	0	NA
dataset_name-FR-FCM-Z3YR_seed-42	gatemeclass[V]	num-5	5526683	NA	0	NA
dataset_name-FR-FCM-Z3YR_seed-42	knn	num-1	5794359	0.772186380380934	0.9685294660760556	NA
dataset_name-FR-FCM-Z3YR_seed-42	knn	num-2	5293713	0.7628884271663875	0.9646358900533012	NA
dataset_name-FR-FCM-Z3YR_seed-42	knn	num-3	5800412	0.789695462160315	0.9719427606381327	NA
dataset_name-FR-FCM-Z3YR_seed-42	knn	num-4	5372621	0.7878150581232581	0.9714965730078451	NA
dataset_name-FR-FCM-Z3YR_seed-42	knn	num-5	5526683	0.7801920913687307	0.9704094952382757	NA
dataset_name-FR-FCM-Z3YR_seed-42	lda	num-1	5794359	0.7918949962770098	0.9692960412242088	NA
dataset_name-FR-FCM-Z3YR_seed-42	lda	num-2	5293713	0.8107998848691345	0.9713936786406766	NA
dataset_name-FR-FCM-Z3YR_seed-42	lda	num-3	5800412	0.7995558948504636	0.971547115639211	NA
dataset_name-FR-FCM-Z3YR_seed-42	lda	num-4	5372621	0.8082417518878607	0.9720812191803233	NA
dataset_name-FR-FCM-Z3YR_seed-42	lda	num-5	5526683	0.8090307501118075	0.9718333217053664	NA
dataset_name-FR-FCM-Z3YR_seed-42	random	num-1	5794359	0.016711619959182692	0.05544941144162018	NA
dataset_name-FR-FCM-Z3YR_seed-42	random	num-2	5293713	0.015778214351187984	0.05376882721026626	NA
dataset_name-FR-FCM-Z3YR_seed-42	random	num-3	5800412	0.01584201291020824	0.05347513129063724	NA
dataset_name-FR-FCM-Z3YR_seed-42	random	num-4	5372621	0.01584901565040467	0.05369294311672363	NA
dataset_name-FR-FCM-Z3YR_seed-42	random	num-5	5526683	0.015860631125652603	0.05363786333823663	NA
dataset_name-FlowCyt_seed-42	cyanno	num-1	2052086	0.737623849753681	0.925535305163359	NA
dataset_name-FlowCyt_seed-42	cyanno	num-2	1999862	0.9467371124978688	0.9805986893471765	NA
dataset_name-FlowCyt_seed-42	cyanno	num-3	2054127	0.9334501326525441	0.9717293732600085	NA
dataset_name-FlowCyt_seed-42	cyanno	num-4	1998214	0.9629279959055012	0.9837376217354135	NA
dataset_name-FlowCyt_seed-42	cyanno	num-5	1989122	0.9337895661548427	0.968637557741638	NA
dataset_name-FlowCyt_seed-42	cygate	num-1	2052086	0.8688942867330447	0.9451533717831363	NA
dataset_name-FlowCyt_seed-42	cygate	num-2	1999862	0.7672711634694058	0.9356400138460139	NA
dataset_name-FlowCyt_seed-42	cygate	num-3	2054127	0.8094586027956693	0.9437938667965835	NA
dataset_name-FlowCyt_seed-42	cygate	num-4	1998214	0.706790445336851	0.915392561949714	NA
dataset_name-FlowCyt_seed-42	cygate	num-5	1989122	0.7795796337518333	0.9208930997698808	NA
dataset_name-FlowCyt_seed-42	dgcytof	num-1	2052086	0.7139403783956432	0.9269150799651501	NA
dataset_name-FlowCyt_seed-42	dgcytof	num-2	1999862	0.8718960347071395	0.9389534522243422	NA
dataset_name-FlowCyt_seed-42	dgcytof	num-3	2054127	0.8586213402401496	0.9355431138926458	NA
dataset_name-FlowCyt_seed-42	dgcytof	num-4	1998214	0.9080897948799004	0.937692034229944	NA
dataset_name-FlowCyt_seed-42	dgcytof	num-5	1989122	0.9104632849951486	0.9362736096634232	NA
dataset_name-FlowCyt_seed-42	gatemeclass[E]	num-1	2052086	NA	0	NA
dataset_name-FlowCyt_seed-42	gatemeclass[E]	num-2	1999862	NA	0	NA
dataset_name-FlowCyt_seed-42	gatemeclass[E]	num-3	2054127	NA	0	NA
dataset_name-FlowCyt_seed-42	gatemeclass[E]	num-4	1998214	NA	0	NA
dataset_name-FlowCyt_seed-42	gatemeclass[E]	num-5	1989122	NA	0	NA
dataset_name-FlowCyt_seed-42	gatemeclass[V]	num-1	2052086	NA	0	NA
dataset_name-FlowCyt_seed-42	gatemeclass[V]	num-2	1999862	NA	0	NA
dataset_name-FlowCyt_seed-42	gatemeclass[V]	num-3	2054127	NA	0	NA
dataset_name-FlowCyt_seed-42	gatemeclass[V]	num-4	1998214	NA	0	NA
dataset_name-FlowCyt_seed-42	gatemeclass[V]	num-5	1989122	NA	0	NA
dataset_name-FlowCyt_seed-42	knn	num-1	2052086	0.878430666473949	0.9415789822346222	NA
dataset_name-FlowCyt_seed-42	knn	num-2	1999862	0.8162599993383666	0.9460180551078683	NA
dataset_name-FlowCyt_seed-42	knn	num-3	2054127	0.89120101136583	0.9480903685111016	NA
dataset_name-FlowCyt_seed-42	knn	num-4	1998214	0.7952800406883132	0.9356022375473931	NA
dataset_name-FlowCyt_seed-42	knn	num-5	1989122	0.8634530650085729	0.9452014791267549	NA
dataset_name-FlowCyt_seed-42	lda	num-1	1930799	0.8822862940710816	0.9909366484054402	NA
dataset_name-FlowCyt_seed-42	lda	num-2	1878575	0.9072376069219181	0.9931126975455933	NA
dataset_name-FlowCyt_seed-42	lda	num-3	1932840	0.9375111848791915	0.9924170122781303	NA
dataset_name-FlowCyt_seed-42	lda	num-4	1876927	0.9772078322318947	0.994504858078145	NA
dataset_name-FlowCyt_seed-42	lda	num-5	1867835	0.9740621405429474	0.9946578551249313	NA
dataset_name-FlowCyt_seed-42	random	num-1	2052086	0.13824341602175988	0.21827394079715665	NA
dataset_name-FlowCyt_seed-42	random	num-2	1999862	0.13838103883637606	0.217776016911143	NA
dataset_name-FlowCyt_seed-42	random	num-3	2054127	0.13838863942508764	0.21765416780474814	NA
dataset_name-FlowCyt_seed-42	random	num-4	1998214	0.13733779307678234	0.21878690585766267	NA
dataset_name-FlowCyt_seed-42	random	num-5	1989122	0.1387402945476133	0.2187749530342787	NA
dataset_name-Levine_seed-42	cyanno	num-1	72463	0.9694169730277594	0.9958387105262467	NA
dataset_name-Levine_seed-42	cyanno	num-2	31721	0.9882420305091834	0.9980576275290084	NA
