dataset	model	stratification	crossvalidation	run_id	n_cells	n_populations	min_support	median_support	max_support	imbalance_ratio	support_entropy
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	dgcytof	drop-both	num-1	run0	1346699	5	84697	199356	686400	8.104183146982773	1.9469338385822321
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	dgcytof	drop-both	num-2	run0	1274361	5	82881	198192	607573	7.330666859714531	2.0061389683502666
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	dgcytof	drop-both	num-3	run0	1174493	5	71844	166811	605424	8.426925004175715	1.9254609317365876
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	dgcytof	drop-both	num-4	run0	1266374	5	65416	177033	669963	10.241576984224043	1.8970383971558575
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	dgcytof	drop-both	num-5	run0	1231233	5	73604	159439	661241	8.983764469322319	1.8903969040534374
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	dgcytof	drop-train	num-1	run0	1346699	5	84697	199356	686400	8.104183146982773	1.9469338385822321
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	dgcytof	drop-train	num-2	run0	1274361	5	82881	198192	607573	7.330666859714531	2.0061389683502666
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	dgcytof	drop-train	num-3	run0	1174493	5	71844	166811	605424	8.426925004175715	1.9254609317365876
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	dgcytof	drop-train	num-4	run0	1266374	5	65416	177033	669963	10.241576984224043	1.8970383971558575
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	dgcytof	drop-train	num-5	run0	1231233	5	73604	159439	661241	8.983764469322319	1.8903969040534374
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	dgcytof	unfiltered	num-1	run0	1346699	5	84697	199356	686400	8.104183146982773	1.9469338385822321
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	dgcytof	unfiltered	num-2	run0	1274361	5	82881	198192	607573	7.330666859714531	2.0061389683502666
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	dgcytof	unfiltered	num-3	run0	1174493	5	71844	166811	605424	8.426925004175715	1.9254609317365876
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	dgcytof	unfiltered	num-4	run0	1266374	5	65416	177033	669963	10.241576984224043	1.8970383971558575
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	dgcytof	unfiltered	num-5	run0	1231233	5	73604	159439	661241	8.983764469322319	1.8903969040534374
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[E]	drop-both	num-1	run0	1346699	5	84697	199356	686400	8.104183146982773	1.9469338385822321
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[E]	drop-both	num-2	run0	1274361	5	82881	198192	607573	7.330666859714531	2.0061389683502666
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[E]	drop-both	num-3	run0	1174493	5	71844	166811	605424	8.426925004175715	1.9254609317365876
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[E]	drop-both	num-4	run0	1266374	5	65416	177033	669963	10.241576984224043	1.8970383971558575
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[E]	drop-both	num-5	run0	1231233	5	73604	159439	661241	8.983764469322319	1.8903969040534374
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[E]	drop-train	num-1	run0	1346699	5	84697	199356	686400	8.104183146982773	1.9469338385822321
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[E]	drop-train	num-2	run0	1274361	5	82881	198192	607573	7.330666859714531	2.0061389683502666
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[E]	drop-train	num-3	run0	1174493	5	71844	166811	605424	8.426925004175715	1.9254609317365876
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[E]	drop-train	num-4	run0	1266374	5	65416	177033	669963	10.241576984224043	1.8970383971558575
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[E]	drop-train	num-5	run0	1231233	5	73604	159439	661241	8.983764469322319	1.8903969040534374
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[E]	unfiltered	num-1	run0	1346699	5	84697	199356	686400	8.104183146982773	1.9469338385822321
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[E]	unfiltered	num-2	run0	1274361	5	82881	198192	607573	7.330666859714531	2.0061389683502666
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[E]	unfiltered	num-3	run0	1174493	5	71844	166811	605424	8.426925004175715	1.9254609317365876
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[E]	unfiltered	num-4	run0	1266374	5	65416	177033	669963	10.241576984224043	1.8970383971558575
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[E]	unfiltered	num-5	run0	1231233	5	73604	159439	661241	8.983764469322319	1.8903969040534374
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[V]	drop-both	num-1	run0	1346699	5	84697	199356	686400	8.104183146982773	1.9469338385822321
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[V]	drop-both	num-2	run0	1274361	5	82881	198192	607573	7.330666859714531	2.0061389683502666
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[V]	drop-both	num-3	run0	1174493	5	71844	166811	605424	8.426925004175715	1.9254609317365876
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[V]	drop-both	num-4	run0	1266374	5	65416	177033	669963	10.241576984224043	1.8970383971558575
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[V]	drop-both	num-5	run0	1231233	5	73604	159439	661241	8.983764469322319	1.8903969040534374
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[V]	drop-train	num-1	run0	1346699	5	84697	199356	686400	8.104183146982773	1.9469338385822321
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[V]	drop-train	num-2	run0	1274361	5	82881	198192	607573	7.330666859714531	2.0061389683502666
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[V]	drop-train	num-3	run0	1174493	5	71844	166811	605424	8.426925004175715	1.9254609317365876
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[V]	drop-train	num-4	run0	1266374	5	65416	177033	669963	10.241576984224043	1.8970383971558575
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[V]	drop-train	num-5	run0	1231233	5	73604	159439	661241	8.983764469322319	1.8903969040534374
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[V]	unfiltered	num-1	run0	1346699	5	84697	199356	686400	8.104183146982773	1.9469338385822321
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[V]	unfiltered	num-2	run0	1274361	5	82881	198192	607573	7.330666859714531	2.0061389683502666
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[V]	unfiltered	num-3	run0	1174493	5	71844	166811	605424	8.426925004175715	1.9254609317365876
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[V]	unfiltered	num-4	run0	1266374	5	65416	177033	669963	10.241576984224043	1.8970383971558575
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	gatemeclass[V]	unfiltered	num-5	run0	1231233	5	73604	159439	661241	8.983764469322319	1.8903969040534374
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	knn	drop-both	num-1	run0	1346699	5	84697	199356	686400	8.104183146982773	1.9469338385822321
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	knn	drop-both	num-2	run0	1274361	5	82881	198192	607573	7.330666859714531	2.0061389683502666
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	knn	drop-both	num-3	run0	1174493	5	71844	166811	605424	8.426925004175715	1.9254609317365876
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	knn	drop-both	num-4	run0	1266374	5	65416	177033	669963	10.241576984224043	1.8970383971558575
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	knn	drop-both	num-5	run0	1231233	5	73604	159439	661241	8.983764469322319	1.8903969040534374
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	knn	drop-train	num-1	run0	1346699	5	84697	199356	686400	8.104183146982773	1.9469338385822321
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	knn	drop-train	num-2	run0	1274361	5	82881	198192	607573	7.330666859714531	2.0061389683502666
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	knn	drop-train	num-3	run0	1174493	5	71844	166811	605424	8.426925004175715	1.9254609317365876
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	knn	drop-train	num-4	run0	1266374	5	65416	177033	669963	10.241576984224043	1.8970383971558575
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	knn	drop-train	num-5	run0	1231233	5	73604	159439	661241	8.983764469322319	1.8903969040534374
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	knn	unfiltered	num-1	run0	1346699	5	84697	199356	686400	8.104183146982773	1.9469338385822321
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	knn	unfiltered	num-2	run0	1274361	5	82881	198192	607573	7.330666859714531	2.0061389683502666
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	knn	unfiltered	num-3	run0	1174493	5	71844	166811	605424	8.426925004175715	1.9254609317365876
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	knn	unfiltered	num-4	run0	1266374	5	65416	177033	669963	10.241576984224043	1.8970383971558575
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	knn	unfiltered	num-5	run0	1231233	5	73604	159439	661241	8.983764469322319	1.8903969040534374
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	lda	drop-both	num-1	run0	1346699	5	84697	199356	686400	8.104183146982773	1.9469338385822321
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	lda	drop-both	num-2	run0	1274361	5	82881	198192	607573	7.330666859714531	2.0061389683502666
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	lda	drop-both	num-3	run0	1174493	5	71844	166811	605424	8.426925004175715	1.9254609317365876
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	lda	drop-both	num-4	run0	1266374	5	65416	177033	669963	10.241576984224043	1.8970383971558575
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	lda	drop-both	num-5	run0	1231233	5	73604	159439	661241	8.983764469322319	1.8903969040534374
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	lda	drop-train	num-1	run0	1346699	5	84697	199356	686400	8.104183146982773	1.9469338385822321
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	lda	drop-train	num-2	run0	1274361	5	82881	198192	607573	7.330666859714531	2.0061389683502666
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	lda	drop-train	num-3	run0	1174493	5	71844	166811	605424	8.426925004175715	1.9254609317365876
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	lda	drop-train	num-4	run0	1266374	5	65416	177033	669963	10.241576984224043	1.8970383971558575
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	lda	drop-train	num-5	run0	1231233	5	73604	159439	661241	8.983764469322319	1.8903969040534374
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	lda	unfiltered	num-1	run0	1346699	5	84697	199356	686400	8.104183146982773	1.9469338385822321
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	lda	unfiltered	num-2	run0	1274361	5	82881	198192	607573	7.330666859714531	2.0061389683502666
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	lda	unfiltered	num-3	run0	1174493	5	71844	166811	605424	8.426925004175715	1.9254609317365876
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	lda	unfiltered	num-4	run0	1266374	5	65416	177033	669963	10.241576984224043	1.8970383971558575
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	lda	unfiltered	num-5	run0	1231233	5	73604	159439	661241	8.983764469322319	1.8903969040534374
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	random	drop-both	num-1	run0	1346699	5	84697	199356	686400	8.104183146982773	1.9469338385822321
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	random	drop-both	num-2	run0	1274361	5	82881	198192	607573	7.330666859714531	2.0061389683502666
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	random	drop-both	num-3	run0	1174493	5	71844	166811	605424	8.426925004175715	1.9254609317365876
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	random	drop-both	num-4	run0	1266374	5	65416	177033	669963	10.241576984224043	1.8970383971558575
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	random	drop-both	num-5	run0	1231233	5	73604	159439	661241	8.983764469322319	1.8903969040534374
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	random	drop-train	num-1	run0	1346699	5	84697	199356	686400	8.104183146982773	1.9469338385822321
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	random	drop-train	num-2	run0	1274361	5	82881	198192	607573	7.330666859714531	2.0061389683502666
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	random	drop-train	num-3	run0	1174493	5	71844	166811	605424	8.426925004175715	1.9254609317365876
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	random	drop-train	num-4	run0	1266374	5	65416	177033	669963	10.241576984224043	1.8970383971558575
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	random	drop-train	num-5	run0	1231233	5	73604	159439	661241	8.983764469322319	1.8903969040534374
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	random	unfiltered	num-1	run0	1346699	5	84697	199356	686400	8.104183146982773	1.9469338385822321
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	random	unfiltered	num-2	run0	1274361	5	82881	198192	607573	7.330666859714531	2.0061389683502666
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	random	unfiltered	num-3	run0	1174493	5	71844	166811	605424	8.426925004175715	1.9254609317365876
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	random	unfiltered	num-4	run0	1266374	5	65416	177033	669963	10.241576984224043	1.8970383971558575
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-420_sub-sampling-5000_transformation-cofactor-150	random	unfiltered	num-5	run0	1231233	5	73604	159439	661241	8.983764469322319	1.8903969040534374
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-150	cyanno	drop-both	num-1	run0	1346699	5	84697	199356	686400	8.104183146982773	1.9469338385822321
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-150	cyanno	drop-both	num-2	run0	1174493	5	71844	166811	605424	8.426925004175715	1.9254609317365876
dataset_name-FR-FCM-Z2KP-healthy_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-150	cyanno	drop-both	num-3	run0	1231233	5	73604	159439	661241	8.983764469322319	1.8903969040534374
