dataset	model	stratification	crossvalidation	run_id	n_cells	n_populations	min_support	median_support	max_support	imbalance_ratio	support_entropy
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	num-3	run0	163357	8	1865	11448.5	59143	31.71206434316354	2.266821613603159
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	num-4	run0	163801	8	1851	11668	60032	32.43219881145327	2.275474363828249
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	num-5	run0	161138	8	1838	11932	59222	32.220892274211096	2.2862298259460023
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	num-1	run0	165885	8	1900	11453.5	60654	31.923157894736843	2.2713277759194312
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	num-2	run0	160829	8	1784	11410.5	58299	32.678811659192824	2.275449350307967
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	num-3	run0	163357	8	1865	11448.5	59143	31.71206434316354	2.266821613603159
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	num-4	run0	163801	8	1851	11668	60032	32.43219881145327	2.275474363828249
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-train	num-5	run0	161138	8	1838	11932	59222	32.220892274211096	2.2862298259460023
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	num-1	run0	165885	8	1900	11453.5	60654	31.923157894736843	2.2713277759194312
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	num-2	run0	160829	8	1784	11410.5	58299	32.678811659192824	2.275449350307967
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	num-3	run0	163357	8	1865	11448.5	59143	31.71206434316354	2.266821613603159
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	num-4	run0	163801	8	1851	11668	60032	32.43219881145327	2.275474363828249
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	unfiltered	num-5	run0	161138	8	1838	11932	59222	32.220892274211096	2.2862298259460023
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	random	drop-both	num-1	run0	165885	8	1900	11453.5	60654	31.923157894736843	2.2713277759194312
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	random	drop-both	num-2	run0	160829	8	1784	11410.5	58299	32.678811659192824	2.275449350307967
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	random	drop-both	num-3	run0	163357	8	1865	11448.5	59143	31.71206434316354	2.266821613603159
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	random	drop-both	num-4	run0	163801	8	1851	11668	60032	32.43219881145327	2.275474363828249
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	random	drop-both	num-5	run0	161138	8	1838	11932	59222	32.220892274211096	2.2862298259460023
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	random	drop-train	num-1	run0	165885	8	1900	11453.5	60654	31.923157894736843	2.2713277759194312
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	random	drop-train	num-2	run0	160829	8	1784	11410.5	58299	32.678811659192824	2.275449350307967
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	random	drop-train	num-3	run0	163357	8	1865	11448.5	59143	31.71206434316354	2.266821613603159
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	random	drop-train	num-4	run0	163801	8	1851	11668	60032	32.43219881145327	2.275474363828249
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	random	drop-train	num-5	run0	161138	8	1838	11932	59222	32.220892274211096	2.2862298259460023
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	random	unfiltered	num-1	run0	165885	8	1900	11453.5	60654	31.923157894736843	2.2713277759194312
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	random	unfiltered	num-2	run0	160829	8	1784	11410.5	58299	32.678811659192824	2.275449350307967
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	random	unfiltered	num-3	run0	163357	8	1865	11448.5	59143	31.71206434316354	2.266821613603159
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	random	unfiltered	num-4	run0	163801	8	1851	11668	60032	32.43219881145327	2.275474363828249
dataset_name-BodenmillerXL_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	random	unfiltered	num-5	run0	161138	8	1838	11932	59222	32.220892274211096	2.2862298259460023
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cyanno	drop-both	num-1	run0	2400492	23	461	40753	682164	1479.7483731019522	3.5710745275778017
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cyanno	drop-both	num-2	run0	2351561	23	406	40576	660160	1626.0098522167489	3.579629490997429
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cyanno	drop-both	num-3	run0	2403060	23	461	40513	679484	1473.9349240780912	3.5736934499726214
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cyanno	drop-both	num-4	run0	2390998	23	461	38392	678706	1472.2472885032537	3.568687754032347
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cyanno	drop-both	num-5	run0	2385788	23	461	38985	672490	1458.7635574837311	3.5760493212523743
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cyanno	drop-train	num-1	run0	2400492	23	461	40753	682164	1479.7483731019522	3.5710745275778017
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cyanno	drop-train	num-2	run0	2351561	23	406	40576	660160	1626.0098522167489	3.579629490997429
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cyanno	drop-train	num-3	run0	2403060	23	461	40513	679484	1473.9349240780912	3.5736934499726214
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cyanno	drop-train	num-4	run0	2390998	23	461	38392	678706	1472.2472885032537	3.568687754032347
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cyanno	drop-train	num-5	run0	2385788	23	461	38985	672490	1458.7635574837311	3.5760493212523743
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cyanno	unfiltered	num-1	run0	2400492	23	461	40753	682164	1479.7483731019522	3.5710745275778017
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cyanno	unfiltered	num-2	run0	2351561	23	406	40576	660160	1626.0098522167489	3.579629490997429
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cyanno	unfiltered	num-3	run0	2403060	23	461	40513	679484	1473.9349240780912	3.5736934499726214
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cyanno	unfiltered	num-4	run0	2390998	23	461	38392	678706	1472.2472885032537	3.568687754032347
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cyanno	unfiltered	num-5	run0	2385788	23	461	38985	672490	1458.7635574837311	3.5760493212523743
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cydefine[3f57bdcdec41]	drop-both	num-1	run0	2400492	23	461	40753	682164	1479.7483731019522	3.5710745275778017
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cydefine[3f57bdcdec41]	drop-both	num-2	run0	2351561	23	406	40576	660160	1626.0098522167489	3.579629490997429
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cydefine[3f57bdcdec41]	drop-both	num-3	run0	2403060	23	461	40513	679484	1473.9349240780912	3.5736934499726214
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cydefine[3f57bdcdec41]	drop-both	num-4	run0	2390998	23	461	38392	678706	1472.2472885032537	3.568687754032347
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cydefine[3f57bdcdec41]	drop-both	num-5	run0	2385788	23	461	38985	672490	1458.7635574837311	3.5760493212523743
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cydefine[3f57bdcdec41]	drop-train	num-1	run0	2400492	23	461	40753	682164	1479.7483731019522	3.5710745275778017
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cydefine[3f57bdcdec41]	drop-train	num-2	run0	2351561	23	406	40576	660160	1626.0098522167489	3.579629490997429
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cydefine[3f57bdcdec41]	drop-train	num-3	run0	2403060	23	461	40513	679484	1473.9349240780912	3.5736934499726214
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cydefine[3f57bdcdec41]	drop-train	num-4	run0	2390998	23	461	38392	678706	1472.2472885032537	3.568687754032347
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cydefine[3f57bdcdec41]	drop-train	num-5	run0	2385788	23	461	38985	672490	1458.7635574837311	3.5760493212523743
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cydefine[3f57bdcdec41]	unfiltered	num-1	run0	2400492	23	461	40753	682164	1479.7483731019522	3.5710745275778017
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cydefine[3f57bdcdec41]	unfiltered	num-2	run0	2351561	23	406	40576	660160	1626.0098522167489	3.579629490997429
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cydefine[3f57bdcdec41]	unfiltered	num-3	run0	2403060	23	461	40513	679484	1473.9349240780912	3.5736934499726214
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cydefine[3f57bdcdec41]	unfiltered	num-4	run0	2390998	23	461	38392	678706	1472.2472885032537	3.568687754032347
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cydefine[3f57bdcdec41]	unfiltered	num-5	run0	2385788	23	461	38985	672490	1458.7635574837311	3.5760493212523743
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cygate	drop-both	num-1	run0	2400492	23	461	40753	682164	1479.7483731019522	3.5710745275778017
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cygate	drop-both	num-2	run0	2351561	23	406	40576	660160	1626.0098522167489	3.579629490997429
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cygate	drop-both	num-3	run0	2403060	23	461	40513	679484	1473.9349240780912	3.5736934499726214
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cygate	drop-both	num-4	run0	2390998	23	461	38392	678706	1472.2472885032537	3.568687754032347
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cygate	drop-both	num-5	run0	2385788	23	461	38985	672490	1458.7635574837311	3.5760493212523743
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cygate	drop-train	num-1	run0	2400492	23	461	40753	682164	1479.7483731019522	3.5710745275778017
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cygate	drop-train	num-2	run0	2351561	23	406	40576	660160	1626.0098522167489	3.579629490997429
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cygate	drop-train	num-3	run0	2403060	23	461	40513	679484	1473.9349240780912	3.5736934499726214
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cygate	drop-train	num-4	run0	2390998	23	461	38392	678706	1472.2472885032537	3.568687754032347
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cygate	drop-train	num-5	run0	2385788	23	461	38985	672490	1458.7635574837311	3.5760493212523743
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cygate	unfiltered	num-1	run0	2400492	23	461	40753	682164	1479.7483731019522	3.5710745275778017
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cygate	unfiltered	num-2	run0	2351561	23	406	40576	660160	1626.0098522167489	3.579629490997429
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cygate	unfiltered	num-3	run0	2403060	23	461	40513	679484	1473.9349240780912	3.5736934499726214
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cygate	unfiltered	num-4	run0	2390998	23	461	38392	678706	1472.2472885032537	3.568687754032347
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	cygate	unfiltered	num-5	run0	2385788	23	461	38985	672490	1458.7635574837311	3.5760493212523743
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	dgcytof	drop-both	num-1	run0	2400492	23	461	40753	682164	1479.7483731019522	3.5710745275778017
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	dgcytof	drop-both	num-2	run0	2351561	23	406	40576	660160	1626.0098522167489	3.579629490997429
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	dgcytof	drop-both	num-3	run0	2403060	23	461	40513	679484	1473.9349240780912	3.5736934499726214
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	dgcytof	drop-both	num-4	run0	2390998	23	461	38392	678706	1472.2472885032537	3.568687754032347
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	dgcytof	drop-both	num-5	run0	2385788	23	461	38985	672490	1458.7635574837311	3.5760493212523743
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	dgcytof	drop-train	num-1	run0	2400492	23	461	40753	682164	1479.7483731019522	3.5710745275778017
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	dgcytof	drop-train	num-2	run0	2351561	23	406	40576	660160	1626.0098522167489	3.579629490997429
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	dgcytof	drop-train	num-3	run0	2403060	23	461	40513	679484	1473.9349240780912	3.5736934499726214
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	dgcytof	drop-train	num-4	run0	2390998	23	461	38392	678706	1472.2472885032537	3.568687754032347
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	dgcytof	drop-train	num-5	run0	2385788	23	461	38985	672490	1458.7635574837311	3.5760493212523743
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	dgcytof	unfiltered	num-1	run0	2400492	23	461	40753	682164	1479.7483731019522	3.5710745275778017
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	dgcytof	unfiltered	num-2	run0	2351561	23	406	40576	660160	1626.0098522167489	3.579629490997429
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	dgcytof	unfiltered	num-3	run0	2403060	23	461	40513	679484	1473.9349240780912	3.5736934499726214
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	dgcytof	unfiltered	num-4	run0	2390998	23	461	38392	678706	1472.2472885032537	3.568687754032347
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	dgcytof	unfiltered	num-5	run0	2385788	23	461	38985	672490	1458.7635574837311	3.5760493212523743
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	knn	drop-both	num-1	run0	2400492	23	461	40753	682164	1479.7483731019522	3.5710745275778017
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	knn	drop-both	num-2	run0	2351561	23	406	40576	660160	1626.0098522167489	3.579629490997429
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	knn	drop-both	num-3	run0	2403060	23	461	40513	679484	1473.9349240780912	3.5736934499726214
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	knn	drop-both	num-4	run0	2390998	23	461	38392	678706	1472.2472885032537	3.568687754032347
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	knn	drop-both	num-5	run0	2385788	23	461	38985	672490	1458.7635574837311	3.5760493212523743
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	knn	drop-train	num-1	run0	2400492	23	461	40753	682164	1479.7483731019522	3.5710745275778017
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	knn	drop-train	num-2	run0	2351561	23	406	40576	660160	1626.0098522167489	3.579629490997429
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	knn	drop-train	num-3	run0	2403060	23	461	40513	679484	1473.9349240780912	3.5736934499726214
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	knn	drop-train	num-4	run0	2390998	23	461	38392	678706	1472.2472885032537	3.568687754032347
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	knn	drop-train	num-5	run0	2385788	23	461	38985	672490	1458.7635574837311	3.5760493212523743
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	knn	unfiltered	num-1	run0	2400492	23	461	40753	682164	1479.7483731019522	3.5710745275778017
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	knn	unfiltered	num-2	run0	2351561	23	406	40576	660160	1626.0098522167489	3.579629490997429
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	knn	unfiltered	num-3	run0	2403060	23	461	40513	679484	1473.9349240780912	3.5736934499726214
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	knn	unfiltered	num-4	run0	2390998	23	461	38392	678706	1472.2472885032537	3.568687754032347
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	knn	unfiltered	num-5	run0	2385788	23	461	38985	672490	1458.7635574837311	3.5760493212523743
dataset_name-FR-FCM-Z238_dataset-revision-67990f383ac8f169c9a00148febba1ed357e18e8_name-data_import.data_raw_potential-batches-1_seed-42_transformation-cofactor-5	lda	drop-both	num-1	run0	2400492	23	461	40753	682164	1479.7483731019522	3.5710745275778017
