s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	module	path	params
2961.75	2481.97	18808.76	2345.38	2363.74	613.39	938.98	96.54	2859.83	gatemeclass	out/data/data_import/.5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c/preprocessing/data_preprocessing/.c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174/stratify/data_stratify/.e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62/analysis/gatemeclass/.403b8ea3088fca937abc4d8eb5fbf6be4032d3e90324321d6c3e85108482f780/data_import_performance.txt	" data data_import .5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""1000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""2""}; stratify data_stratify .e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""false""}; analysis gatemeclass .403b8ea3088fca937abc4d8eb5fbf6be4032d3e90324321d6c3e85108482f780 {""GMM_parameterization"": ""E"", ""excluded-datasets"": ""FR-FCM-Z3YR,FlowCyt,FR-FCM-Z2KP-covid,FR-FCM-Z238"", ""k"": ""20"", ""sampling"": ""0.1""};"
6.29	373.81	776.46	234.86	251.98	0.52	0.04	79.53	5.64	flow_metrics	out/data/data_import/.5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c/preprocessing/data_preprocessing/.c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174/stratify/data_stratify/.e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62/analysis/gatemeclass/.403b8ea3088fca937abc4d8eb5fbf6be4032d3e90324321d6c3e85108482f780/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""1000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""2""}; stratify data_stratify .e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""false""}; analysis gatemeclass .403b8ea3088fca937abc4d8eb5fbf6be4032d3e90324321d6c3e85108482f780 {""GMM_parameterization"": ""E"", ""excluded-datasets"": ""FR-FCM-Z3YR,FlowCyt,FR-FCM-Z2KP-covid,FR-FCM-Z238"", ""k"": ""20"", ""sampling"": ""0.1""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
2764.58	2353.08	18812.35	2216.16	2230.56	701.9	939.0	96.67	2673.86	gatemeclass	out/data/data_import/.5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c/preprocessing/data_preprocessing/.c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174/stratify/data_stratify/.e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62/analysis/gatemeclass/.fc5c9200756e411c384046349c9244572ee0e54d0d52a2f1a5e4e8150b10e341/data_import_performance.txt	" data data_import .5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""1000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""2""}; stratify data_stratify .e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""false""}; analysis gatemeclass .fc5c9200756e411c384046349c9244572ee0e54d0d52a2f1a5e4e8150b10e341 {""GMM_parameterization"": ""V"", ""excluded-datasets"": ""FR-FCM-Z3YR,FlowCyt,FR-FCM-Z2KP-covid,FR-FCM-Z238"", ""k"": ""20"", ""sampling"": ""0.1""};"
5.18	375.03	786.66	238.0	259.71	1.21	0.02	69.23	4.61	flow_metrics	out/data/data_import/.5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c/preprocessing/data_preprocessing/.c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174/stratify/data_stratify/.e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62/analysis/gatemeclass/.fc5c9200756e411c384046349c9244572ee0e54d0d52a2f1a5e4e8150b10e341/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""1000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""2""}; stratify data_stratify .e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""false""}; analysis gatemeclass .fc5c9200756e411c384046349c9244572ee0e54d0d52a2f1a5e4e8150b10e341 {""GMM_parameterization"": ""V"", ""excluded-datasets"": ""FR-FCM-Z3YR,FlowCyt,FR-FCM-Z2KP-covid,FR-FCM-Z238"", ""k"": ""20"", ""sampling"": ""0.1""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
24.55	929.45	1442.75	751.55	779.25	487.71	0.04	67.78	17.38	knn	out/data/data_import/.5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c/preprocessing/data_preprocessing/.c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174/stratify/data_stratify/.e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62/analysis/knn/default/data_import_performance.txt	" data data_import .5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""1000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""2""}; stratify data_stratify .e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""false""};"
5.66	379.32	788.67	242.26	264.31	0.0	0.07	65.39	4.57	flow_metrics	out/data/data_import/.5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c/preprocessing/data_preprocessing/.c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174/stratify/data_stratify/.e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62/analysis/knn/default/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""1000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""2""}; stratify data_stratify .e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""false""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
27.48	679.31	19190.22	563.84	584.6	0.0	937.17	48.29	14.91	lda	out/data/data_import/.5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c/preprocessing/data_preprocessing/.c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174/stratify/data_stratify/.e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62/analysis/lda/default/data_import_performance.txt	" data data_import .5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""1000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""2""}; stratify data_stratify .e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""false""};"
5.43	410.09	778.81	239.76	267.07	0.56	0.01	74.57	4.75	flow_metrics	out/data/data_import/.5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c/preprocessing/data_preprocessing/.c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174/stratify/data_stratify/.e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62/analysis/lda/default/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""1000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""2""}; stratify data_stratify .e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""false""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
41.75	312.34	18812.84	188.24	196.71	469.8	73.42	24.16	11.23	random	out/data/data_import/.5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c/preprocessing/data_preprocessing/.c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174/stratify/data_stratify/.e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62/analysis/random/default/data_import_performance.txt	" data data_import .5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""1000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""2""}; stratify data_stratify .e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""false""};"
5.85	395.5	800.24	258.91	278.2	0.56	0.01	75.0	5.03	flow_metrics	out/data/data_import/.5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c/preprocessing/data_preprocessing/.c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174/stratify/data_stratify/.e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62/analysis/random/default/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""1000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""2""}; stratify data_stratify .e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""false""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
3.38	195.38	406.65	109.88	119.59	239.17	470.36	59.43	2.56	data_stratify	out/data/data_import/.5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c/preprocessing/data_preprocessing/.c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174/stratify/data_stratify/.e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62/data_import_performance.txt	" data data_import .5e98061089a388c89c77480ba61a3155c9cb6004d683a5dd5bfcb6b2e1870b4c {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""1000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .c221a307c6fe02a9ef459a4d3df740e72390d49f46be6ee227d8a44fb9418174 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""2""}; stratify data_stratify .e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""false""};"
166.25	1229.74	2025.77	1081.65	1100.12	1.21	2316.47	82.01	137.0	data_import	out/data/data_import/.65c01e5fbe96ca7f49d36dde85ae18271535120a6e823d7c279dc3b72ec4f13f/data_import_performance.txt	" data data_import .65c01e5fbe96ca7f49d36dde85ae18271535120a6e823d7c279dc3b72ec4f13f {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z238"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""42"", ""transformation-cofactor"": ""5""};"
266.31	597.42	3001.51	445.8	457.77	2028.79	4985.52	96.85	258.98	data_preprocessing	out/data/data_import/.65c01e5fbe96ca7f49d36dde85ae18271535120a6e823d7c279dc3b72ec4f13f/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/data_import_performance.txt	" data data_import .65c01e5fbe96ca7f49d36dde85ae18271535120a6e823d7c279dc3b72ec4f13f {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z238"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""42"", ""transformation-cofactor"": ""5""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""};"
129.7	966.43	1847.82	875.0	897.38	985.43	1.5	99.81	129.92	cyanno	out/data/data_import/.65c01e5fbe96ca7f49d36dde85ae18271535120a6e823d7c279dc3b72ec4f13f/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79/analysis/cyanno/default/data_import_performance.txt	" data data_import .65c01e5fbe96ca7f49d36dde85ae18271535120a6e823d7c279dc3b72ec4f13f {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z238"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""42"", ""transformation-cofactor"": ""5""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""true""};"
9.12	491.71	892.46	354.34	371.62	1.64	0.04	84.18	8.41	flow_metrics	out/data/data_import/.65c01e5fbe96ca7f49d36dde85ae18271535120a6e823d7c279dc3b72ec4f13f/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79/analysis/cyanno/default/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .65c01e5fbe96ca7f49d36dde85ae18271535120a6e823d7c279dc3b72ec4f13f {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z238"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""42"", ""transformation-cofactor"": ""5""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""true""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
267.76	5108.67	9406.44	4984.21	5013.25	1696.42	5431.24	53.59	179.7	cygate	out/data/data_import/.65c01e5fbe96ca7f49d36dde85ae18271535120a6e823d7c279dc3b72ec4f13f/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79/analysis/cygate/default/data_import_performance.txt	" data data_import .65c01e5fbe96ca7f49d36dde85ae18271535120a6e823d7c279dc3b72ec4f13f {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z238"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""42"", ""transformation-cofactor"": ""5""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""true""};"
9.52	526.32	895.12	356.88	381.14	1.77	0.13	88.8	8.82	flow_metrics	out/data/data_import/.65c01e5fbe96ca7f49d36dde85ae18271535120a6e823d7c279dc3b72ec4f13f/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79/analysis/cygate/default/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .65c01e5fbe96ca7f49d36dde85ae18271535120a6e823d7c279dc3b72ec4f13f {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z238"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""42"", ""transformation-cofactor"": ""5""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""true""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
107.24	1678.13	4253.82	1619.73	1640.57	890.72	0.03	52.71	56.82	dgcytof	out/data/data_import/.65c01e5fbe96ca7f49d36dde85ae18271535120a6e823d7c279dc3b72ec4f13f/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79/analysis/dgcytof/default/data_import_performance.txt	" data data_import .65c01e5fbe96ca7f49d36dde85ae18271535120a6e823d7c279dc3b72ec4f13f {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z238"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""42"", ""transformation-cofactor"": ""5""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""true""};"
